datetimeUTC,"USGS 04092677: Grand Calumet River at Industrial Hwy at Gary, IN","USGS 04092750: Indiana Harbor Canal at East Chicago, IN","USGS 05536356: Grand Calumet River at Columbia Ave at Hammond, IN","USGS 04092750: Indiana Harbor Canal at East Chicago, IN (6-hour Mean)"
2021-12-22 13:55:00+00:00,nan,1.32,nan,1.22
2021-12-22 14:00:00+00:00,2.31,1.36,1.71,1.22
2021-12-22 14:05:00+00:00,2.32,1.33,1.69,1.21
2021-12-22 14:10:00+00:00,2.33,1.25,1.68,1.21
2021-12-22 14:15:00+00:00,2.34,1.23,1.66,1.21
2021-12-22 14:20:00+00:00,2.34,1.10,1.66,1.21
2021-12-22 14:25:00+00:00,2.34,1.11,1.66,1.21
2021-12-22 14:30:00+00:00,2.34,1.00,1.66,1.21
2021-12-22 14:35:00+00:00,2.34,0.99,1.65,1.20
2021-12-22 14:40:00+00:00,2.34,1.10,1.65,1.20
2021-12-22 14:45:00+00:00,2.34,1.10,1.64,1.20
2021-12-22 14:50:00+00:00,2.34,1.11,1.61,1.19
2021-12-22 14:55:00+00:00,2.33,1.16,1.58,1.19
2021-12-22 15:00:00+00:00,2.33,1.17,1.55,1.18
2021-12-22 15:05:00+00:00,2.33,0.99,1.54,1.18
2021-12-22 15:10:00+00:00,2.32,1.00,1.52,1.17
2021-12-22 15:15:00+00:00,2.32,0.99,1.51,1.17
2021-12-22 15:20:00+00:00,2.32,0.92,1.51,1.16
2021-12-22 15:25:00+00:00,2.32,0.92,1.50,1.16
2021-12-22 15:30:00+00:00,2.32,1.09,1.50,1.16
2021-12-22 15:35:00+00:00,2.32,1.19,1.48,1.16
2021-12-22 15:40:00+00:00,2.31,1.19,1.45,1.15
2021-12-22 15:45:00+00:00,2.31,1.30,1.43,1.14
2021-12-22 15:50:00+00:00,2.30,1.27,1.42,1.13
2021-12-22 15:55:00+00:00,2.30,1.17,1.41,1.12
2021-12-22 16:00:00+00:00,2.29,1.11,1.40,1.11
2021-12-22 16:05:00+00:00,2.29,1.10,1.42,1.11
2021-12-22 16:10:00+00:00,2.30,0.95,1.44,1.10
2021-12-22 16:15:00+00:00,2.30,0.96,1.46,1.10
2021-12-22 16:20:00+00:00,2.30,1.10,1.44,1.09
2021-12-22 16:25:00+00:00,2.29,1.00,1.43,1.09
2021-12-22 16:30:00+00:00,2.29,1.01,1.41,1.09
2021-12-22 16:35:00+00:00,2.29,1.16,1.39,1.08
2021-12-22 16:40:00+00:00,2.29,1.16,1.37,1.08
2021-12-22 16:45:00+00:00,2.29,1.12,1.35,1.07
2021-12-22 16:50:00+00:00,2.29,1.24,1.35,1.07
2021-12-22 16:55:00+00:00,2.29,1.28,1.36,1.06
2021-12-22 17:00:00+00:00,2.29,1.13,1.36,1.05
2021-12-22 17:05:00+00:00,2.29,1.11,1.37,1.05
2021-12-22 17:10:00+00:00,2.29,1.26,1.37,1.04
2021-12-22 17:15:00+00:00,2.29,1.15,1.38,1.04
2021-12-22 17:20:00+00:00,2.29,1.12,1.39,1.04
2021-12-22 17:25:00+00:00,2.28,1.19,1.40,1.04
2021-12-22 17:30:00+00:00,2.28,1.24,1.41,1.04
2021-12-22 17:35:00+00:00,2.28,1.18,1.42,1.04
2021-12-22 17:40:00+00:00,2.28,1.17,1.43,1.04
2021-12-22 17:45:00+00:00,2.28,1.13,1.44,1.04
2021-12-22 17:50:00+00:00,2.28,0.95,1.45,1.04
2021-12-22 17:55:00+00:00,2.28,0.83,1.45,1.03
2021-12-22 18:00:00+00:00,2.28,0.91,1.46,1.03
2021-12-22 18:05:00+00:00,2.28,0.87,1.45,1.03
2021-12-22 18:10:00+00:00,2.28,0.87,1.44,1.03
2021-12-22 18:15:00+00:00,2.28,1.01,1.43,1.03
2021-12-22 18:20:00+00:00,2.28,1.17,1.41,1.03
2021-12-22 18:25:00+00:00,2.27,1.22,1.39,1.04
2021-12-22 18:30:00+00:00,2.27,1.12,1.37,1.04
2021-12-22 18:35:00+00:00,2.27,1.06,1.36,1.04
2021-12-22 18:40:00+00:00,2.26,0.92,1.35,1.04
2021-12-22 18:45:00+00:00,2.26,0.72,1.34,1.04
2021-12-22 18:50:00+00:00,2.27,0.66,1.36,1.04
2021-12-22 18:55:00+00:00,2.27,0.70,1.37,1.04
2021-12-22 19:00:00+00:00,2.28,0.63,1.39,1.04
2021-12-22 19:05:00+00:00,2.28,0.71,1.36,1.04
2021-12-22 19:10:00+00:00,2.27,0.92,1.34,1.04
2021-12-22 19:15:00+00:00,2.27,1.01,1.31,1.04
2021-12-22 19:20:00+00:00,2.27,1.06,1.29,1.05
2021-12-22 19:25:00+00:00,2.28,1.14,1.28,1.05
2021-12-22 19:30:00+00:00,2.28,1.12,1.26,1.06
2021-12-22 19:35:00+00:00,2.28,1.00,1.27,1.06
2021-12-22 19:40:00+00:00,2.27,0.93,1.27,1.06
2021-12-22 19:45:00+00:00,2.27,0.89,1.28,1.05
2021-12-22 19:50:00+00:00,2.27,0.81,1.28,1.05
2021-12-22 19:55:00+00:00,2.26,0.78,1.29,1.04
2021-12-22 20:00:00+00:00,2.26,0.85,1.29,1.04
2021-12-22 20:05:00+00:00,2.26,0.93,1.27,1.04
2021-12-22 20:10:00+00:00,2.27,0.99,1.26,1.04
2021-12-22 20:15:00+00:00,2.27,1.12,1.24,1.04
2021-12-22 20:20:00+00:00,2.27,1.18,1.22,1.04
2021-12-22 20:25:00+00:00,2.27,1.19,1.20,1.04
2021-12-22 20:30:00+00:00,2.27,1.22,1.18,1.03
2021-12-22 20:35:00+00:00,2.27,1.13,1.21,1.03
2021-12-22 20:40:00+00:00,2.26,0.99,1.23,1.03
2021-12-22 20:45:00+00:00,2.26,0.83,1.26,1.03
2021-12-22 20:50:00+00:00,2.26,0.91,1.28,1.03
2021-12-22 20:55:00+00:00,2.27,0.97,1.31,1.04
2021-12-22 21:00:00+00:00,2.27,0.87,1.33,1.05
2021-12-22 21:05:00+00:00,2.26,1.01,1.31,1.05
2021-12-22 21:10:00+00:00,2.26,1.18,1.30,1.06
2021-12-22 21:15:00+00:00,2.25,1.11,1.28,1.07
2021-12-22 21:20:00+00:00,2.25,1.06,1.28,1.07
2021-12-22 21:25:00+00:00,2.25,1.23,1.28,1.07
2021-12-22 21:30:00+00:00,2.25,1.12,1.28,1.07
2021-12-22 21:35:00+00:00,2.25,1.05,1.30,1.07
2021-12-22 21:40:00+00:00,2.24,1.14,1.31,1.07
2021-12-22 21:45:00+00:00,2.24,1.15,1.33,1.07
2021-12-22 21:50:00+00:00,2.24,1.13,1.33,1.08
2021-12-22 21:55:00+00:00,2.24,1.20,1.34,1.08
2021-12-22 22:00:00+00:00,2.24,1.21,1.34,1.08
2021-12-22 22:05:00+00:00,2.24,1.10,1.35,1.09
2021-12-22 22:10:00+00:00,2.25,1.22,1.35,1.10
2021-12-22 22:15:00+00:00,2.25,1.37,1.36,1.10
2021-12-22 22:20:00+00:00,2.25,1.29,1.37,1.11
2021-12-22 22:25:00+00:00,2.25,1.29,1.38,1.11
2021-12-22 22:30:00+00:00,2.25,1.40,1.39,1.10
2021-12-22 22:35:00+00:00,2.25,1.25,1.41,1.10
2021-12-22 22:40:00+00:00,2.26,1.00,1.44,1.10
2021-12-22 22:45:00+00:00,2.26,0.83,1.46,1.10
2021-12-22 22:50:00+00:00,2.26,0.89,1.47,1.10
2021-12-22 22:55:00+00:00,2.25,0.90,1.49,1.10
2021-12-22 23:00:00+00:00,2.25,0.85,1.50,1.10
2021-12-22 23:05:00+00:00,2.25,1.05,1.48,1.10
2021-12-22 23:10:00+00:00,2.26,1.15,1.45,1.11
2021-12-22 23:15:00+00:00,2.26,1.11,1.43,1.11
2021-12-22 23:20:00+00:00,2.26,1.17,1.41,1.10
2021-12-22 23:25:00+00:00,2.27,1.15,1.40,1.10
2021-12-22 23:30:00+00:00,2.27,0.99,1.38,1.09
2021-12-22 23:35:00+00:00,2.26,0.99,1.39,1.08
2021-12-22 23:40:00+00:00,2.26,1.20,1.39,1.07
2021-12-22 23:45:00+00:00,2.25,1.18,1.40,1.07
2021-12-22 23:50:00+00:00,2.25,1.24,1.39,1.07
2021-12-22 23:55:00+00:00,2.26,1.30,1.38,1.07
2021-12-23 00:00:00+00:00,2.26,1.39,1.37,1.07
2021-12-23 00:05:00+00:00,2.26,1.36,1.38,1.07
2021-12-23 00:10:00+00:00,2.25,1.30,1.40,1.07
2021-12-23 00:15:00+00:00,2.25,1.52,1.41,1.08
2021-12-23 00:20:00+00:00,2.25,1.32,1.43,1.08
2021-12-23 00:25:00+00:00,2.25,1.15,1.45,1.08
2021-12-23 00:30:00+00:00,2.25,1.35,1.47,1.08
2021-12-23 00:35:00+00:00,2.25,1.15,1.49,1.08
2021-12-23 00:40:00+00:00,2.26,0.91,1.50,1.08
2021-12-23 00:45:00+00:00,2.26,0.94,1.52,1.08
2021-12-23 00:50:00+00:00,2.26,1.08,1.53,1.07
2021-12-23 00:55:00+00:00,2.26,0.88,1.54,1.07
2021-12-23 01:00:00+00:00,2.26,0.96,1.55,1.07
2021-12-23 01:05:00+00:00,2.26,1.40,1.53,1.07
2021-12-23 01:10:00+00:00,2.27,1.24,1.51,1.07
2021-12-23 01:15:00+00:00,2.27,1.18,1.49,1.07
2021-12-23 01:20:00+00:00,2.27,1.25,1.46,1.07
2021-12-23 01:25:00+00:00,2.27,1.12,1.44,1.07
2021-12-23 01:30:00+00:00,2.27,0.84,1.41,1.07
2021-12-23 01:35:00+00:00,2.27,0.85,1.42,1.06
2021-12-23 01:40:00+00:00,2.26,0.90,1.43,1.06
2021-12-23 01:45:00+00:00,2.26,0.79,1.44,1.06
2021-12-23 01:50:00+00:00,2.26,0.78,1.43,1.06
2021-12-23 01:55:00+00:00,2.26,0.96,1.42,1.06
2021-12-23 02:00:00+00:00,2.26,1.07,1.41,1.06
2021-12-23 02:05:00+00:00,2.25,1.01,1.39,1.06
2021-12-23 02:10:00+00:00,2.25,1.08,1.38,1.06
2021-12-23 02:15:00+00:00,2.24,1.11,1.36,1.05
2021-12-23 02:20:00+00:00,2.24,0.83,1.36,1.05
2021-12-23 02:25:00+00:00,2.24,0.80,1.36,1.05
2021-12-23 02:30:00+00:00,2.24,0.77,1.36,1.05
2021-12-23 02:35:00+00:00,2.24,0.52,1.36,1.05
2021-12-23 02:40:00+00:00,2.23,0.55,1.37,1.05
2021-12-23 02:45:00+00:00,2.23,0.71,1.37,1.04
2021-12-23 02:50:00+00:00,2.23,0.76,1.34,1.03
2021-12-23 02:55:00+00:00,2.24,0.77,1.31,1.03
2021-12-23 03:00:00+00:00,2.24,0.98,1.28,1.02
2021-12-23 03:05:00+00:00,2.24,1.22,1.26,1.01
2021-12-23 03:10:00+00:00,2.23,1.12,1.23,1.01
2021-12-23 03:15:00+00:00,2.23,1.28,1.21,1.01
2021-12-23 03:20:00+00:00,2.23,1.33,1.22,1.01
2021-12-23 03:25:00+00:00,2.23,1.27,1.22,1.01
2021-12-23 03:30:00+00:00,2.23,1.22,1.23,1.01
2021-12-23 03:35:00+00:00,2.23,1.04,1.26,1.00
2021-12-23 03:40:00+00:00,2.23,1.06,1.30,1.00
2021-12-23 03:45:00+00:00,2.23,0.99,1.33,1.00
2021-12-23 03:50:00+00:00,2.23,0.90,1.35,0.99
2021-12-23 03:55:00+00:00,2.24,0.97,1.36,0.99
2021-12-23 04:00:00+00:00,2.24,1.01,1.38,0.99
2021-12-23 04:05:00+00:00,2.24,1.07,1.38,0.99
2021-12-23 04:10:00+00:00,2.25,1.09,1.37,0.99
2021-12-23 04:15:00+00:00,2.25,1.22,1.37,0.99
2021-12-23 04:20:00+00:00,2.25,1.25,1.36,1.00
2021-12-23 04:25:00+00:00,2.25,1.29,1.36,1.00
2021-12-23 04:30:00+00:00,2.25,1.23,1.35,1.01
2021-12-23 04:35:00+00:00,2.25,1.13,1.37,1.01
2021-12-23 04:40:00+00:00,2.24,1.03,1.38,1.02
2021-12-23 04:45:00+00:00,2.24,1.00,1.40,1.02
2021-12-23 04:50:00+00:00,2.24,0.84,1.42,1.02
2021-12-23 04:55:00+00:00,2.23,0.84,1.43,1.02
2021-12-23 05:00:00+00:00,2.23,0.75,1.45,1.02
2021-12-23 05:05:00+00:00,2.23,0.85,1.43,1.03
2021-12-23 05:10:00+00:00,2.24,0.97,1.41,1.03
2021-12-23 05:15:00+00:00,2.24,1.00,1.39,1.03
2021-12-23 05:20:00+00:00,2.24,1.04,1.37,1.03
2021-12-23 05:25:00+00:00,2.24,1.16,1.35,1.04
2021-12-23 05:30:00+00:00,2.24,0.99,1.33,1.04
2021-12-23 05:35:00+00:00,2.24,0.84,1.33,1.05
2021-12-23 05:40:00+00:00,2.23,0.86,1.32,1.06
2021-12-23 05:45:00+00:00,2.23,0.72,1.32,1.06
2021-12-23 05:50:00+00:00,2.23,0.65,1.32,1.07
2021-12-23 05:55:00+00:00,2.24,0.78,1.32,1.07
2021-12-23 06:00:00+00:00,2.24,0.84,1.32,1.07
2021-12-23 06:05:00+00:00,2.24,0.88,1.30,1.07
2021-12-23 06:10:00+00:00,2.24,1.16,1.27,1.07
2021-12-23 06:15:00+00:00,2.24,1.32,1.25,1.07
2021-12-23 06:20:00+00:00,2.24,1.32,1.24,1.06
2021-12-23 06:25:00+00:00,2.24,1.29,1.23,1.05
2021-12-23 06:30:00+00:00,2.24,1.25,1.22,1.05
2021-12-23 06:35:00+00:00,2.24,1.09,1.26,1.05
2021-12-23 06:40:00+00:00,2.23,0.84,1.30,1.04
2021-12-23 06:45:00+00:00,2.23,0.69,1.34,1.04
2021-12-23 06:50:00+00:00,2.23,0.65,1.34,1.04
2021-12-23 06:55:00+00:00,2.24,0.77,1.35,1.05
2021-12-23 07:00:00+00:00,2.24,0.92,1.35,1.05
2021-12-23 07:05:00+00:00,2.24,1.12,1.33,1.05
2021-12-23 07:10:00+00:00,2.24,1.28,1.31,1.05
2021-12-23 07:15:00+00:00,2.24,1.48,1.29,1.05
2021-12-23 07:20:00+00:00,2.24,1.58,1.29,1.04
2021-12-23 07:25:00+00:00,2.23,1.48,1.29,1.04
2021-12-23 07:30:00+00:00,2.23,1.48,1.29,1.03
2021-12-23 07:35:00+00:00,2.23,1.34,1.33,1.03
2021-12-23 07:40:00+00:00,2.23,1.15,1.38,1.02
2021-12-23 07:45:00+00:00,2.23,1.03,1.42,1.01
2021-12-23 07:50:00+00:00,2.23,0.95,1.45,1.01
2021-12-23 07:55:00+00:00,2.24,0.96,1.47,1.02
2021-12-23 08:00:00+00:00,2.24,0.97,1.50,1.02
2021-12-23 08:05:00+00:00,2.25,1.09,1.48,1.02
2021-12-23 08:10:00+00:00,2.25,1.10,1.47,1.03
2021-12-23 08:15:00+00:00,2.26,1.27,1.45,1.03
2021-12-23 08:20:00+00:00,2.26,1.38,1.43,1.03
2021-12-23 08:25:00+00:00,2.26,1.26,1.42,1.04
2021-12-23 08:30:00+00:00,2.26,1.27,1.40,1.03
2021-12-23 08:35:00+00:00,2.26,1.20,1.43,1.03
2021-12-23 08:40:00+00:00,2.25,0.98,1.46,1.04
2021-12-23 08:45:00+00:00,2.25,0.93,1.49,1.04
2021-12-23 08:50:00+00:00,2.25,0.96,1.49,1.04
2021-12-23 08:55:00+00:00,2.25,0.94,1.48,1.04
2021-12-23 09:00:00+00:00,2.25,0.97,1.48,1.05
2021-12-23 09:05:00+00:00,2.25,1.00,1.46,1.05
2021-12-23 09:10:00+00:00,2.25,0.95,1.44,1.05
2021-12-23 09:15:00+00:00,2.25,0.98,1.42,1.05
2021-12-23 09:20:00+00:00,2.25,0.91,1.41,1.05
2021-12-23 09:25:00+00:00,2.25,0.91,1.40,1.04
2021-12-23 09:30:00+00:00,2.25,0.87,1.39,1.04
2021-12-23 09:35:00+00:00,2.25,0.91,1.38,1.04
2021-12-23 09:40:00+00:00,2.25,0.97,1.36,1.03
2021-12-23 09:45:00+00:00,2.25,1.00,1.35,1.03
2021-12-23 09:50:00+00:00,2.25,1.08,1.34,1.03
2021-12-23 09:55:00+00:00,2.25,1.05,1.32,1.03
2021-12-23 10:00:00+00:00,2.25,1.11,1.31,1.03
2021-12-23 10:05:00+00:00,2.24,0.98,1.30,1.04
2021-12-23 10:10:00+00:00,2.24,1.01,1.30,1.03
2021-12-23 10:15:00+00:00,2.23,1.05,1.29,1.03
2021-12-23 10:20:00+00:00,2.23,0.98,1.29,1.02
2021-12-23 10:25:00+00:00,2.23,0.90,1.29,1.01
2021-12-23 10:30:00+00:00,2.23,0.81,1.29,1.01
2021-12-23 10:35:00+00:00,2.23,0.90,1.29,1.00
2021-12-23 10:40:00+00:00,2.23,0.59,1.28,1.00
2021-12-23 10:45:00+00:00,2.23,0.61,1.28,1.00
2021-12-23 10:50:00+00:00,2.23,0.96,1.27,1.00
2021-12-23 10:55:00+00:00,2.22,0.98,1.25,1.01
2021-12-23 11:00:00+00:00,2.22,0.91,1.24,1.01
2021-12-23 11:05:00+00:00,2.22,1.17,1.22,1.01
2021-12-23 11:10:00+00:00,2.23,1.34,1.20,1.00
2021-12-23 11:15:00+00:00,2.23,1.23,1.18,1.00
2021-12-23 11:20:00+00:00,2.23,1.16,1.19,1.00
2021-12-23 11:25:00+00:00,2.22,1.09,1.20,1.00
2021-12-23 11:30:00+00:00,2.22,1.06,1.21,1.00
2021-12-23 11:35:00+00:00,2.22,0.92,1.24,1.00
2021-12-23 11:40:00+00:00,2.22,0.98,1.27,0.99
2021-12-23 11:45:00+00:00,2.22,1.01,1.30,1.00
2021-12-23 11:50:00+00:00,2.22,0.84,1.30,1.00
2021-12-23 11:55:00+00:00,2.23,0.90,1.30,1.00
2021-12-23 12:00:00+00:00,2.23,1.06,1.30,1.00
2021-12-23 12:05:00+00:00,2.23,0.96,1.30,1.00
2021-12-23 12:10:00+00:00,2.23,0.92,1.31,1.00
2021-12-23 12:15:00+00:00,2.23,1.18,1.31,1.00
2021-12-23 12:20:00+00:00,2.23,1.09,1.31,1.00
2021-12-23 12:25:00+00:00,2.23,0.98,1.32,1.00
2021-12-23 12:30:00+00:00,2.23,1.15,1.32,1.00
2021-12-23 12:35:00+00:00,2.23,0.98,1.31,1.00
2021-12-23 12:40:00+00:00,2.22,0.71,1.30,1.00
2021-12-23 12:45:00+00:00,2.22,0.76,1.29,1.00
2021-12-23 12:50:00+00:00,2.22,0.97,1.30,1.00
2021-12-23 12:55:00+00:00,2.22,0.73,1.32,1.00
2021-12-23 13:00:00+00:00,2.22,0.85,1.33,1.01
2021-12-23 13:05:00+00:00,2.22,1.07,1.30,1.01
2021-12-23 13:10:00+00:00,2.22,0.85,1.28,1.01
2021-12-23 13:15:00+00:00,2.22,0.82,1.25,1.01
2021-12-23 13:20:00+00:00,2.22,1.00,1.23,1.01
2021-12-23 13:25:00+00:00,2.22,1.05,1.22,1.01
2021-12-23 13:30:00+00:00,2.22,1.16,1.20,1.01
2021-12-23 13:35:00+00:00,2.22,1.09,1.20,1.01
2021-12-23 13:40:00+00:00,2.22,1.12,1.20,1.00
2021-12-23 13:45:00+00:00,2.22,1.16,1.20,1.01
2021-12-23 13:50:00+00:00,2.22,1.20,1.21,1.01
2021-12-23 13:55:00+00:00,2.21,1.12,1.23,1.01
2021-12-23 14:00:00+00:00,2.21,1.03,1.24,1.01
2021-12-23 14:05:00+00:00,2.21,1.00,1.26,1.01
2021-12-23 14:10:00+00:00,2.20,0.90,1.28,1.01
2021-12-23 14:15:00+00:00,2.20,1.09,1.30,1.00
2021-12-23 14:20:00+00:00,2.20,1.22,1.30,0.99
2021-12-23 14:25:00+00:00,2.20,1.04,1.29,0.99
2021-12-23 14:30:00+00:00,2.20,1.22,1.29,0.98
2021-12-23 14:35:00+00:00,2.20,1.17,1.30,0.98
2021-12-23 14:40:00+00:00,2.19,1.05,1.32,0.98
2021-12-23 14:45:00+00:00,2.19,1.05,1.33,0.98
2021-12-23 14:50:00+00:00,2.19,1.09,1.34,0.98
2021-12-23 14:55:00+00:00,2.20,1.03,1.36,0.98
2021-12-23 15:00:00+00:00,2.20,1.00,1.37,0.98
2021-12-23 15:05:00+00:00,2.20,1.03,1.36,0.98
2021-12-23 15:10:00+00:00,2.21,1.11,1.34,0.98
2021-12-23 15:15:00+00:00,2.21,1.04,1.33,0.98
2021-12-23 15:20:00+00:00,2.21,0.92,1.32,0.98
2021-12-23 15:25:00+00:00,2.20,0.95,1.32,0.98
2021-12-23 15:30:00+00:00,2.20,0.96,1.31,0.99
2021-12-23 15:35:00+00:00,2.20,0.88,1.32,0.98
2021-12-23 15:40:00+00:00,2.21,0.88,1.32,0.99
2021-12-23 15:45:00+00:00,2.21,1.05,1.33,1.00
2021-12-23 15:50:00+00:00,2.21,1.04,1.32,1.00
2021-12-23 15:55:00+00:00,2.21,0.97,1.30,1.00
2021-12-23 16:00:00+00:00,2.21,1.20,1.29,1.01
2021-12-23 16:05:00+00:00,2.21,1.17,1.28,1.01
2021-12-23 16:10:00+00:00,2.21,1.14,1.26,1.02
2021-12-23 16:15:00+00:00,2.21,1.20,1.25,1.02
2021-12-23 16:20:00+00:00,2.21,1.05,1.26,1.03
2021-12-23 16:25:00+00:00,2.21,0.87,1.28,1.03
2021-12-23 16:30:00+00:00,2.21,0.85,1.29,1.04
2021-12-23 16:35:00+00:00,2.21,0.70,1.31,1.04
2021-12-23 16:40:00+00:00,2.21,0.65,1.34,1.04
2021-12-23 16:45:00+00:00,2.21,0.70,1.36,1.03
2021-12-23 16:50:00+00:00,2.21,0.84,1.34,1.03
2021-12-23 16:55:00+00:00,2.22,0.85,1.31,1.02
2021-12-23 17:00:00+00:00,2.22,0.92,1.29,1.02
2021-12-23 17:05:00+00:00,2.22,1.12,1.27,1.02
2021-12-23 17:10:00+00:00,2.22,0.93,1.26,1.01
2021-12-23 17:15:00+00:00,2.22,0.77,1.24,1.02
2021-12-23 17:20:00+00:00,2.22,0.80,1.24,1.02
2021-12-23 17:25:00+00:00,2.21,0.70,1.25,1.02
2021-12-23 17:30:00+00:00,2.21,0.64,1.25,1.02
2021-12-23 17:35:00+00:00,2.21,0.81,1.24,1.01
2021-12-23 17:40:00+00:00,2.21,0.91,1.23,1.01
2021-12-23 17:45:00+00:00,2.21,0.91,1.22,1.01
2021-12-23 17:50:00+00:00,2.21,1.08,1.20,1.01
2021-12-23 17:55:00+00:00,2.20,1.08,1.19,1.01
2021-12-23 18:00:00+00:00,2.20,0.99,1.17,1.01
2021-12-23 18:05:00+00:00,2.20,1.08,1.17,1.01
2021-12-23 18:10:00+00:00,2.21,1.20,1.17,1.01
2021-12-23 18:15:00+00:00,2.21,0.96,1.17,1.02
2021-12-23 18:20:00+00:00,2.21,0.95,1.19,1.03
2021-12-23 18:25:00+00:00,2.21,1.18,1.21,1.04
2021-12-23 18:30:00+00:00,2.21,1.18,1.23,1.04
2021-12-23 18:35:00+00:00,2.21,1.06,1.24,1.05
2021-12-23 18:40:00+00:00,2.22,1.22,1.26,1.05
2021-12-23 18:45:00+00:00,2.22,1.36,1.27,1.06
2021-12-23 18:50:00+00:00,2.22,1.08,1.29,1.06
2021-12-23 18:55:00+00:00,2.21,1.19,1.30,1.06
2021-12-23 19:00:00+00:00,2.21,1.27,1.32,1.06
2021-12-23 19:05:00+00:00,2.21,1.11,1.34,1.07
2021-12-23 19:10:00+00:00,2.21,1.11,1.36,1.08
2021-12-23 19:15:00+00:00,2.21,1.27,1.38,1.08
2021-12-23 19:20:00+00:00,2.22,1.36,1.39,1.09
2021-12-23 19:25:00+00:00,2.22,1.27,1.39,1.09
2021-12-23 19:30:00+00:00,2.23,1.28,1.40,1.09
2021-12-23 19:35:00+00:00,2.23,1.22,1.41,1.09
2021-12-23 19:40:00+00:00,2.22,1.05,1.42,1.10
2021-12-23 19:45:00+00:00,2.22,0.97,1.43,1.11
2021-12-23 19:50:00+00:00,2.22,0.91,1.44,1.11
2021-12-23 19:55:00+00:00,2.23,0.75,1.46,1.12
2021-12-23 20:00:00+00:00,2.23,0.74,1.47,1.13
2021-12-23 20:05:00+00:00,2.24,0.82,1.45,1.14
2021-12-23 20:10:00+00:00,2.24,0.90,1.43,1.14
2021-12-23 20:15:00+00:00,2.25,1.01,1.41,1.15
2021-12-23 20:20:00+00:00,2.25,1.18,1.39,1.16
2021-12-23 20:25:00+00:00,2.25,1.21,1.37,1.17
2021-12-23 20:30:00+00:00,2.25,1.10,1.35,1.18
2021-12-23 20:35:00+00:00,2.25,1.00,1.35,1.19
2021-12-23 20:40:00+00:00,2.24,0.96,1.34,1.20
2021-12-23 20:45:00+00:00,2.24,0.79,1.34,1.20
2021-12-23 20:50:00+00:00,2.24,0.95,1.34,1.21
2021-12-23 20:55:00+00:00,2.24,0.95,1.34,1.22
2021-12-23 21:00:00+00:00,2.24,1.02,1.34,1.22
2021-12-23 21:05:00+00:00,2.24,1.17,1.32,1.23
2021-12-23 21:10:00+00:00,2.24,1.40,1.30,1.24
2021-12-23 21:15:00+00:00,2.24,1.59,1.28,1.24
2021-12-23 21:20:00+00:00,2.24,1.65,1.28,1.25
2021-12-23 21:25:00+00:00,2.24,1.65,1.29,1.26
2021-12-23 21:30:00+00:00,2.24,1.46,1.29,1.26
2021-12-23 21:35:00+00:00,2.24,1.27,1.35,1.26
2021-12-23 21:40:00+00:00,2.24,1.11,1.40,1.26
2021-12-23 21:45:00+00:00,2.24,1.12,1.46,1.26
2021-12-23 21:50:00+00:00,2.25,1.12,1.47,1.26
2021-12-23 21:55:00+00:00,2.25,1.20,1.49,1.26
2021-12-23 22:00:00+00:00,2.26,1.40,1.50,1.26
2021-12-23 22:05:00+00:00,2.27,1.55,1.49,1.26
2021-12-23 22:10:00+00:00,2.27,1.71,1.47,1.27
2021-12-23 22:15:00+00:00,2.28,1.72,1.46,1.27
2021-12-23 22:20:00+00:00,2.28,1.50,1.51,1.28
2021-12-23 22:25:00+00:00,2.27,1.20,1.55,1.28
2021-12-23 22:30:00+00:00,2.27,1.02,1.60,1.29
2021-12-23 22:35:00+00:00,2.27,0.99,1.63,1.29
2021-12-23 22:40:00+00:00,2.27,1.06,1.66,1.30
2021-12-23 22:45:00+00:00,2.27,1.18,1.69,1.31
2021-12-23 22:50:00+00:00,2.28,1.29,1.66,1.31
2021-12-23 22:55:00+00:00,2.29,1.41,1.62,1.32
2021-12-23 23:00:00+00:00,2.30,1.42,1.59,1.33
2021-12-23 23:05:00+00:00,2.29,1.47,1.58,1.33
2021-12-23 23:10:00+00:00,2.29,1.41,1.56,1.34
2021-12-23 23:15:00+00:00,2.28,1.36,1.55,1.35
2021-12-23 23:20:00+00:00,2.28,1.36,1.58,1.36
2021-12-23 23:25:00+00:00,2.28,1.50,1.61,1.37
2021-12-23 23:30:00+00:00,2.28,1.48,1.64,1.37
2021-12-23 23:35:00+00:00,2.28,1.41,1.63,1.37
2021-12-23 23:40:00+00:00,2.29,1.54,1.62,1.38
2021-12-23 23:45:00+00:00,2.29,1.50,1.61,1.38
2021-12-23 23:50:00+00:00,2.29,1.38,1.63,1.39
2021-12-23 23:55:00+00:00,2.29,1.48,1.66,1.39
2021-12-24 00:00:00+00:00,2.29,1.61,1.68,1.40
2021-12-24 00:05:00+00:00,2.29,1.56,1.68,1.40
2021-12-24 00:10:00+00:00,2.29,1.54,1.68,1.40
2021-12-24 00:15:00+00:00,2.29,1.59,1.68,1.40
2021-12-24 00:20:00+00:00,2.29,1.62,1.68,1.40
2021-12-24 00:25:00+00:00,2.30,1.37,1.69,1.39
2021-12-24 00:30:00+00:00,2.30,1.37,1.69,1.38
2021-12-24 00:35:00+00:00,2.30,1.29,1.71,1.38
2021-12-24 00:40:00+00:00,2.30,1.09,1.74,1.38
2021-12-24 00:45:00+00:00,2.30,1.25,1.76,1.38
