datetimeUTC,"USGS 04092677: Grand Calumet River at Industrial Hwy at Gary, IN","USGS 04092750: Indiana Harbor Canal at East Chicago, IN","USGS 05536356: Grand Calumet River at Columbia Ave at Hammond, IN","USGS 04092750: Indiana Harbor Canal at East Chicago, IN (6-hour Mean)"
2021-12-25 23:20:00+00:00,2.40,1.70,1.89,1.51
2021-12-25 23:25:00+00:00,2.39,1.50,1.89,1.50
2021-12-25 23:30:00+00:00,2.39,1.45,1.90,1.50
2021-12-25 23:35:00+00:00,2.39,1.40,1.91,1.50
2021-12-25 23:40:00+00:00,2.38,1.32,1.93,1.50
2021-12-25 23:45:00+00:00,2.38,1.34,1.94,1.50
2021-12-25 23:50:00+00:00,2.39,1.36,1.92,1.49
2021-12-25 23:55:00+00:00,2.39,1.39,1.89,1.49
2021-12-26 00:00:00+00:00,2.40,1.34,1.87,1.49
2021-12-26 00:05:00+00:00,2.39,1.48,1.84,1.49
2021-12-26 00:10:00+00:00,2.39,1.58,1.82,1.49
2021-12-26 00:15:00+00:00,2.38,1.50,1.79,1.49
2021-12-26 00:20:00+00:00,2.38,1.48,1.78,1.48
2021-12-26 00:25:00+00:00,2.38,1.61,1.78,1.48
2021-12-26 00:30:00+00:00,2.38,1.60,1.77,1.47
2021-12-26 00:35:00+00:00,2.38,1.58,1.78,1.46
2021-12-26 00:40:00+00:00,2.37,1.63,1.78,1.45
2021-12-26 00:45:00+00:00,2.37,1.70,1.79,1.45
2021-12-26 00:50:00+00:00,2.37,1.59,1.78,1.44
2021-12-26 00:55:00+00:00,2.36,1.50,1.78,1.45
2021-12-26 01:00:00+00:00,2.36,1.61,1.77,1.45
2021-12-26 01:05:00+00:00,2.36,1.66,1.78,1.45
2021-12-26 01:10:00+00:00,2.36,1.51,1.80,1.45
2021-12-26 01:15:00+00:00,2.36,1.50,1.81,1.45
2021-12-26 01:20:00+00:00,2.36,1.59,1.81,1.44
2021-12-26 01:25:00+00:00,2.37,1.46,1.81,1.44
2021-12-26 01:30:00+00:00,2.37,1.43,1.81,1.44
2021-12-26 01:35:00+00:00,2.37,1.42,1.80,1.43
2021-12-26 01:40:00+00:00,2.36,1.30,1.80,1.43
2021-12-26 01:45:00+00:00,2.36,1.25,1.79,1.42
2021-12-26 01:50:00+00:00,2.36,1.29,1.79,1.42
2021-12-26 01:55:00+00:00,2.36,1.36,1.78,1.42
2021-12-26 02:00:00+00:00,2.36,1.23,1.78,1.41
2021-12-26 02:05:00+00:00,2.36,1.16,1.76,1.41
2021-12-26 02:10:00+00:00,2.35,1.02,1.75,1.40
2021-12-26 02:15:00+00:00,2.35,0.96,1.73,1.39
2021-12-26 02:20:00+00:00,2.35,0.98,1.72,1.39
2021-12-26 02:25:00+00:00,2.34,1.06,1.70,1.39
2021-12-26 02:30:00+00:00,2.34,1.30,1.69,1.40
2021-12-26 02:35:00+00:00,2.34,1.50,1.67,1.40
2021-12-26 02:40:00+00:00,2.34,1.74,1.65,1.41
2021-12-26 02:45:00+00:00,2.34,1.85,1.63,1.41
2021-12-26 02:50:00+00:00,2.34,1.77,1.62,1.40
2021-12-26 02:55:00+00:00,2.33,1.70,1.60,1.40
2021-12-26 03:00:00+00:00,2.33,1.45,1.59,1.39
2021-12-26 03:05:00+00:00,2.33,1.28,1.64,1.38
2021-12-26 03:10:00+00:00,2.32,1.04,1.70,1.37
2021-12-26 03:15:00+00:00,2.32,0.80,1.75,1.36
2021-12-26 03:20:00+00:00,2.33,0.98,1.74,1.36
2021-12-26 03:25:00+00:00,2.34,1.01,1.72,1.36
2021-12-26 03:30:00+00:00,2.35,1.02,1.71,1.36
2021-12-26 03:35:00+00:00,2.35,1.44,1.68,1.36
2021-12-26 03:40:00+00:00,2.35,1.58,1.66,1.36
2021-12-26 03:45:00+00:00,2.35,1.41,1.63,1.37
2021-12-26 03:50:00+00:00,2.34,1.65,1.62,1.36
2021-12-26 03:55:00+00:00,2.34,1.74,1.61,1.35
2021-12-26 04:00:00+00:00,2.33,1.38,1.60,1.34
2021-12-26 04:05:00+00:00,2.33,1.19,1.62,1.33
2021-12-26 04:10:00+00:00,2.33,1.19,1.65,1.31
2021-12-26 04:15:00+00:00,2.33,1.12,1.67,1.30
2021-12-26 04:20:00+00:00,2.33,1.22,1.68,1.30
2021-12-26 04:25:00+00:00,2.32,1.34,1.69,1.30
2021-12-26 04:30:00+00:00,2.32,1.34,1.70,1.30
2021-12-26 04:35:00+00:00,2.32,1.31,1.67,1.30
2021-12-26 04:40:00+00:00,2.33,1.33,1.65,1.31
2021-12-26 04:45:00+00:00,2.33,1.40,1.62,1.31
2021-12-26 04:50:00+00:00,2.33,1.49,1.64,1.31
2021-12-26 04:55:00+00:00,2.33,1.37,1.65,1.31
2021-12-26 05:00:00+00:00,2.33,1.22,1.67,1.30
2021-12-26 05:05:00+00:00,2.32,1.41,1.66,1.30
2021-12-26 05:10:00+00:00,2.32,1.35,1.66,1.30
2021-12-26 05:15:00+00:00,2.31,1.30,1.65,1.30
2021-12-26 05:20:00+00:00,2.31,1.52,1.63,1.30
2021-12-26 05:25:00+00:00,2.30,1.85,1.61,1.30
2021-12-26 05:30:00+00:00,2.30,1.75,1.59,1.31
2021-12-26 05:35:00+00:00,2.30,1.70,1.60,1.32
2021-12-26 05:40:00+00:00,2.30,1.75,1.61,1.32
2021-12-26 05:45:00+00:00,2.30,1.31,1.62,1.31
2021-12-26 05:50:00+00:00,2.30,1.13,1.67,1.31
2021-12-26 05:55:00+00:00,2.30,0.97,1.71,1.31
2021-12-26 06:00:00+00:00,2.30,0.81,1.76,1.31
2021-12-26 06:05:00+00:00,2.30,0.66,1.75,1.31
2021-12-26 06:10:00+00:00,2.31,0.85,1.74,1.31
2021-12-26 06:15:00+00:00,2.31,1.09,1.73,1.32
2021-12-26 06:20:00+00:00,2.32,1.08,1.70,1.33
2021-12-26 06:25:00+00:00,2.32,1.42,1.66,1.33
2021-12-26 06:30:00+00:00,2.33,1.79,1.63,1.33
2021-12-26 06:35:00+00:00,2.32,1.66,1.62,1.34
2021-12-26 06:40:00+00:00,2.32,1.78,1.60,1.33
2021-12-26 06:45:00+00:00,2.31,1.78,1.59,1.33
2021-12-26 06:50:00+00:00,2.31,1.37,1.63,1.33
2021-12-26 06:55:00+00:00,2.30,0.82,1.68,1.32
2021-12-26 07:00:00+00:00,2.30,0.71,1.72,1.31
2021-12-26 07:05:00+00:00,2.31,0.73,1.73,1.31
2021-12-26 07:10:00+00:00,2.31,0.63,1.75,1.32
2021-12-26 07:15:00+00:00,2.32,0.76,1.76,1.32
2021-12-26 07:20:00+00:00,2.33,1.18,1.72,1.32
2021-12-26 07:25:00+00:00,2.34,1.43,1.67,1.33
2021-12-26 07:30:00+00:00,2.35,1.55,1.63,1.33
2021-12-26 07:35:00+00:00,2.34,1.82,1.59,1.34
2021-12-26 07:40:00+00:00,2.33,1.82,1.56,1.34
2021-12-26 07:45:00+00:00,2.32,1.50,1.52,1.34
2021-12-26 07:50:00+00:00,2.32,1.28,1.58,1.35
2021-12-26 07:55:00+00:00,2.31,1.10,1.63,1.34
2021-12-26 08:00:00+00:00,2.31,0.93,1.69,1.34
2021-12-26 08:05:00+00:00,2.32,0.83,1.69,1.34
2021-12-26 08:10:00+00:00,2.32,0.94,1.69,1.33
2021-12-26 08:15:00+00:00,2.33,1.10,1.69,1.33
2021-12-26 08:20:00+00:00,2.33,1.13,1.66,1.32
2021-12-26 08:25:00+00:00,2.34,1.41,1.64,1.31
2021-12-26 08:30:00+00:00,2.34,1.60,1.61,1.31
2021-12-26 08:35:00+00:00,2.33,1.71,1.60,1.30
2021-12-26 08:40:00+00:00,2.32,1.66,1.59,1.30
2021-12-26 08:45:00+00:00,2.31,1.40,1.58,1.30
2021-12-26 08:50:00+00:00,2.31,1.54,1.62,1.30
2021-12-26 08:55:00+00:00,2.31,1.58,1.65,1.30
2021-12-26 09:00:00+00:00,2.31,1.63,1.69,1.31
2021-12-26 09:05:00+00:00,2.31,1.75,1.69,1.31
2021-12-26 09:10:00+00:00,2.31,1.53,1.69,1.32
2021-12-26 09:15:00+00:00,2.31,1.39,1.69,1.32
2021-12-26 09:20:00+00:00,2.32,1.42,1.72,1.32
2021-12-26 09:25:00+00:00,2.32,1.35,1.74,1.33
2021-12-26 09:30:00+00:00,2.33,1.09,1.77,1.34
2021-12-26 09:35:00+00:00,2.32,1.18,1.77,1.33
2021-12-26 09:40:00+00:00,2.32,1.21,1.76,1.34
2021-12-26 09:45:00+00:00,2.31,1.09,1.76,1.33
2021-12-26 09:50:00+00:00,2.32,1.33,1.74,1.33
2021-12-26 09:55:00+00:00,2.32,1.38,1.72,1.33
2021-12-26 10:00:00+00:00,2.33,1.25,1.70,1.33
2021-12-26 10:05:00+00:00,2.33,1.31,1.68,1.33
2021-12-26 10:10:00+00:00,2.33,1.36,1.66,1.33
2021-12-26 10:15:00+00:00,2.33,1.34,1.64,1.34
2021-12-26 10:20:00+00:00,2.32,1.49,1.63,1.35
2021-12-26 10:25:00+00:00,2.32,1.57,1.63,1.35
2021-12-26 10:30:00+00:00,2.31,1.73,1.62,1.35
2021-12-26 10:35:00+00:00,2.31,1.68,1.61,1.36
2021-12-26 10:40:00+00:00,2.30,1.55,1.60,1.36
2021-12-26 10:45:00+00:00,2.30,1.55,1.59,1.36
2021-12-26 10:50:00+00:00,2.30,1.52,1.63,1.35
2021-12-26 10:55:00+00:00,2.29,1.25,1.68,1.35
2021-12-26 11:00:00+00:00,2.29,1.18,1.72,1.35
2021-12-26 11:05:00+00:00,2.29,1.18,1.72,1.35
2021-12-26 11:10:00+00:00,2.29,0.96,1.73,1.35
2021-12-26 11:15:00+00:00,2.29,0.74,1.73,1.35
2021-12-26 11:20:00+00:00,2.29,0.95,1.70,1.35
2021-12-26 11:25:00+00:00,2.30,1.10,1.67,1.36
2021-12-26 11:30:00+00:00,2.30,1.19,1.64,1.36
2021-12-26 11:35:00+00:00,2.30,1.43,1.61,1.37
2021-12-26 11:40:00+00:00,2.29,1.69,1.59,1.37
2021-12-26 11:45:00+00:00,2.29,1.61,1.56,1.37
2021-12-26 11:50:00+00:00,2.29,1.39,1.56,1.37
2021-12-26 11:55:00+00:00,2.29,1.45,1.56,1.36
2021-12-26 12:00:00+00:00,2.29,1.23,1.56,1.35
2021-12-26 12:05:00+00:00,2.29,0.98,1.59,1.34
2021-12-26 12:10:00+00:00,2.28,1.12,1.61,1.33
2021-12-26 12:15:00+00:00,2.28,1.25,1.64,1.32
2021-12-26 12:20:00+00:00,2.29,1.25,1.63,1.32
2021-12-26 12:25:00+00:00,2.29,1.53,1.61,1.32
2021-12-26 12:30:00+00:00,2.30,1.76,1.60,1.32
2021-12-26 12:35:00+00:00,2.30,1.74,1.58,1.34
2021-12-26 12:40:00+00:00,2.29,1.70,1.57,1.35
2021-12-26 12:45:00+00:00,2.29,1.70,1.55,1.35
2021-12-26 12:50:00+00:00,2.29,1.44,1.60,1.36
2021-12-26 12:55:00+00:00,2.28,1.13,1.64,1.36
2021-12-26 13:00:00+00:00,2.28,0.96,1.69,1.35
2021-12-26 13:05:00+00:00,2.29,0.95,1.71,1.35
2021-12-26 13:10:00+00:00,2.29,0.86,1.72,1.34
2021-12-26 13:15:00+00:00,2.30,1.00,1.74,1.33
2021-12-26 13:20:00+00:00,2.30,1.34,1.70,1.33
2021-12-26 13:25:00+00:00,2.30,1.47,1.66,1.32
2021-12-26 13:30:00+00:00,2.30,1.72,1.62,1.32
2021-12-26 13:35:00+00:00,2.30,1.92,1.59,1.32
2021-12-26 13:40:00+00:00,2.29,1.89,1.57,1.33
2021-12-26 13:45:00+00:00,2.29,1.55,1.54,1.33
2021-12-26 13:50:00+00:00,2.29,1.24,1.60,1.33
2021-12-26 13:55:00+00:00,2.28,1.03,1.67,1.33
2021-12-26 14:00:00+00:00,2.28,0.93,1.73,1.33
2021-12-26 14:05:00+00:00,2.29,0.78,1.73,1.32
2021-12-26 14:10:00+00:00,2.29,1.08,1.74,1.32
2021-12-26 14:15:00+00:00,2.30,1.13,1.74,1.32
2021-12-26 14:20:00+00:00,2.31,1.20,1.71,1.32
2021-12-26 14:25:00+00:00,2.32,1.51,1.67,1.33
2021-12-26 14:30:00+00:00,2.33,1.77,1.64,1.33
2021-12-26 14:35:00+00:00,2.32,1.79,1.63,1.33
2021-12-26 14:40:00+00:00,2.31,1.73,1.61,1.33
2021-12-26 14:45:00+00:00,2.30,1.78,1.60,1.33
2021-12-26 14:50:00+00:00,2.30,1.50,1.65,1.32
2021-12-26 14:55:00+00:00,2.29,1.09,1.69,1.32
2021-12-26 15:00:00+00:00,2.29,0.92,1.74,1.32
2021-12-26 15:05:00+00:00,2.29,0.78,1.75,1.32
2021-12-26 15:10:00+00:00,2.30,0.73,1.76,1.32
2021-12-26 15:15:00+00:00,2.30,0.93,1.77,1.32
2021-12-26 15:20:00+00:00,2.31,1.09,1.73,1.33
2021-12-26 15:25:00+00:00,2.31,1.49,1.69,1.33
2021-12-26 15:30:00+00:00,2.32,1.84,1.65,1.33
2021-12-26 15:35:00+00:00,2.32,1.97,1.62,1.33
2021-12-26 15:40:00+00:00,2.31,1.93,1.59,1.32
2021-12-26 15:45:00+00:00,2.31,1.67,1.56,1.32
2021-12-26 15:50:00+00:00,2.31,1.48,1.63,1.32
2021-12-26 15:55:00+00:00,2.30,1.29,1.69,1.32
2021-12-26 16:00:00+00:00,2.30,0.95,1.76,1.33
2021-12-26 16:05:00+00:00,2.31,0.88,1.76,1.33
2021-12-26 16:10:00+00:00,2.31,0.82,1.77,1.34
2021-12-26 16:15:00+00:00,2.32,0.83,1.77,1.35
2021-12-26 16:20:00+00:00,2.33,1.03,1.74,1.35
2021-12-26 16:25:00+00:00,2.34,1.26,1.70,1.36
2021-12-26 16:30:00+00:00,2.35,1.49,1.67,1.36
2021-12-26 16:35:00+00:00,2.34,1.72,1.64,1.35
2021-12-26 16:40:00+00:00,2.34,1.84,1.62,1.34
2021-12-26 16:45:00+00:00,2.33,1.83,1.59,1.33
2021-12-26 16:50:00+00:00,2.33,1.65,1.63,1.33
2021-12-26 16:55:00+00:00,2.32,1.47,1.66,1.32
2021-12-26 17:00:00+00:00,2.32,1.09,1.70,1.33
2021-12-26 17:05:00+00:00,2.32,0.84,1.73,1.33
2021-12-26 17:10:00+00:00,2.32,0.91,1.76,1.34
2021-12-26 17:15:00+00:00,2.32,0.93,1.79,1.34
2021-12-26 17:20:00+00:00,2.32,1.05,1.76,1.35
2021-12-26 17:25:00+00:00,2.33,1.21,1.74,1.36
2021-12-26 17:30:00+00:00,2.33,1.43,1.71,1.36
2021-12-26 17:35:00+00:00,2.33,1.34,1.68,1.36
2021-12-26 17:40:00+00:00,2.33,1.40,1.66,1.36
2021-12-26 17:45:00+00:00,2.33,1.39,1.63,1.36
2021-12-26 17:50:00+00:00,2.32,1.20,1.65,1.36
2021-12-26 17:55:00+00:00,2.32,1.09,1.66,1.36
2021-12-26 18:00:00+00:00,2.31,1.42,1.68,1.37
2021-12-26 18:05:00+00:00,2.31,1.18,1.67,1.37
2021-12-26 18:10:00+00:00,2.30,1.12,1.66,1.38
2021-12-26 18:15:00+00:00,2.30,1.42,1.65,1.39
2021-12-26 18:20:00+00:00,2.30,1.37,1.62,1.39
2021-12-26 18:25:00+00:00,2.31,1.41,1.60,1.39
2021-12-26 18:30:00+00:00,2.31,1.58,1.57,1.39
2021-12-26 18:35:00+00:00,2.31,1.60,1.57,1.38
2021-12-26 18:40:00+00:00,2.30,1.62,1.57,1.38
2021-12-26 18:45:00+00:00,2.30,1.56,1.57,1.37
2021-12-26 18:50:00+00:00,2.30,1.59,1.60,1.37
2021-12-26 18:55:00+00:00,2.29,1.50,1.64,1.37
2021-12-26 19:00:00+00:00,2.29,1.39,1.67,1.37
2021-12-26 19:05:00+00:00,2.29,1.41,1.68,1.37
2021-12-26 19:10:00+00:00,2.30,1.45,1.70,1.38
2021-12-26 19:15:00+00:00,2.30,1.45,1.71,1.38
2021-12-26 19:20:00+00:00,2.29,1.50,1.70,1.39
2021-12-26 19:25:00+00:00,2.29,1.55,1.70,1.40
2021-12-26 19:30:00+00:00,2.28,1.54,1.69,1.41
2021-12-26 19:35:00+00:00,2.28,1.33,1.70,1.41
2021-12-26 19:40:00+00:00,2.28,1.27,1.70,1.42
2021-12-26 19:45:00+00:00,2.28,1.26,1.71,1.42
2021-12-26 19:50:00+00:00,2.28,1.03,1.74,1.41
2021-12-26 19:55:00+00:00,2.29,1.04,1.76,1.41
2021-12-26 20:00:00+00:00,2.29,1.13,1.79,1.41
2021-12-26 20:05:00+00:00,2.29,1.17,1.76,1.41
2021-12-26 20:10:00+00:00,2.29,1.32,1.73,1.42
2021-12-26 20:15:00+00:00,2.29,1.50,1.70,1.42
2021-12-26 20:20:00+00:00,2.29,1.64,1.67,1.43
2021-12-26 20:25:00+00:00,2.28,1.68,1.65,1.44
2021-12-26 20:30:00+00:00,2.28,1.84,1.62,1.45
2021-12-26 20:35:00+00:00,2.28,1.89,1.64,1.46
2021-12-26 20:40:00+00:00,2.27,1.82,1.66,1.46
2021-12-26 20:45:00+00:00,2.27,1.87,1.68,1.46
2021-12-26 20:50:00+00:00,2.27,1.64,1.72,1.46
2021-12-26 20:55:00+00:00,2.27,1.47,1.75,1.46
2021-12-26 21:00:00+00:00,2.27,1.41,1.79,1.47
2021-12-26 21:05:00+00:00,2.28,1.32,1.82,1.46
2021-12-26 21:10:00+00:00,2.28,1.24,1.84,1.46
2021-12-26 21:15:00+00:00,2.29,1.27,1.87,1.47
2021-12-26 21:20:00+00:00,2.30,1.23,1.86,1.47
2021-12-26 21:25:00+00:00,2.31,1.27,1.84,1.48
2021-12-26 21:30:00+00:00,2.32,1.35,1.83,1.48
2021-12-26 21:35:00+00:00,2.32,1.46,1.81,1.49
2021-12-26 21:40:00+00:00,2.31,1.52,1.80,1.49
2021-12-26 21:45:00+00:00,2.31,1.53,1.78,1.49
2021-12-26 21:50:00+00:00,2.31,1.51,1.77,1.50
2021-12-26 21:55:00+00:00,2.31,1.40,1.75,1.50
2021-12-26 22:00:00+00:00,2.31,1.22,1.74,1.50
2021-12-26 22:05:00+00:00,2.31,1.29,1.75,1.50
2021-12-26 22:10:00+00:00,2.31,1.24,1.76,1.49
2021-12-26 22:15:00+00:00,2.31,1.25,1.77,1.49
2021-12-26 22:20:00+00:00,2.31,1.39,1.74,1.49
2021-12-26 22:25:00+00:00,2.32,1.60,1.72,1.50
2021-12-26 22:30:00+00:00,2.32,1.79,1.69,1.50
2021-12-26 22:35:00+00:00,2.32,1.92,1.67,1.50
2021-12-26 22:40:00+00:00,2.31,1.97,1.65,1.51
2021-12-26 22:45:00+00:00,2.31,1.79,1.63,1.51
2021-12-26 22:50:00+00:00,2.31,1.54,1.69,1.52
2021-12-26 22:55:00+00:00,2.30,1.52,1.74,1.52
2021-12-26 23:00:00+00:00,2.30,1.38,1.80,1.53
2021-12-26 23:05:00+00:00,2.30,1.28,1.81,1.53
2021-12-26 23:10:00+00:00,2.31,1.28,1.83,1.53
2021-12-26 23:15:00+00:00,2.31,1.42,1.84,1.53
2021-12-26 23:20:00+00:00,2.33,1.52,1.82,1.53
2021-12-26 23:25:00+00:00,2.35,1.67,1.79,1.53
2021-12-26 23:30:00+00:00,2.37,1.87,1.77,1.53
2021-12-26 23:35:00+00:00,2.35,1.91,1.77,1.53
2021-12-26 23:40:00+00:00,2.34,1.65,1.76,1.53
2021-12-26 23:45:00+00:00,2.32,1.49,1.76,1.53
2021-12-26 23:50:00+00:00,2.32,1.41,1.81,1.52
2021-12-26 23:55:00+00:00,2.32,1.27,1.86,1.52
2021-12-27 00:00:00+00:00,2.32,1.22,1.91,1.52
2021-12-27 00:05:00+00:00,2.33,1.24,1.88,1.52
2021-12-27 00:10:00+00:00,2.33,1.32,1.86,1.52
2021-12-27 00:15:00+00:00,2.34,1.45,1.83,1.52
2021-12-27 00:20:00+00:00,2.33,1.53,1.80,1.53
2021-12-27 00:25:00+00:00,2.33,1.70,1.78,1.54
2021-12-27 00:30:00+00:00,2.32,1.86,1.75,1.54
2021-12-27 00:35:00+00:00,2.32,1.90,1.76,1.55
2021-12-27 00:40:00+00:00,2.32,1.83,1.76,1.55
2021-12-27 00:45:00+00:00,2.32,1.94,1.77,1.55
2021-12-27 00:50:00+00:00,2.32,1.87,1.80,1.55
2021-12-27 00:55:00+00:00,2.32,1.55,1.84,1.54
2021-12-27 01:00:00+00:00,2.32,1.46,1.87,1.54
2021-12-27 01:05:00+00:00,2.33,1.41,1.89,1.53
2021-12-27 01:10:00+00:00,2.33,1.26,1.91,1.53
2021-12-27 01:15:00+00:00,2.34,1.35,1.93,1.53
2021-12-27 01:20:00+00:00,2.34,1.54,1.92,1.53
2021-12-27 01:25:00+00:00,2.34,1.64,1.90,1.53
2021-12-27 01:30:00+00:00,2.34,1.63,1.89,1.53
2021-12-27 01:35:00+00:00,2.34,1.78,1.87,1.53
2021-12-27 01:40:00+00:00,2.33,1.83,1.84,1.52
2021-12-27 01:45:00+00:00,2.33,1.66,1.82,1.51
2021-12-27 01:50:00+00:00,2.33,1.46,1.85,1.51
2021-12-27 01:55:00+00:00,2.32,1.46,1.87,1.50
2021-12-27 02:00:00+00:00,2.32,1.36,1.90,1.49
2021-12-27 02:05:00+00:00,2.33,1.18,1.90,1.49
2021-12-27 02:10:00+00:00,2.34,1.32,1.90,1.49
2021-12-27 02:15:00+00:00,2.35,1.36,1.90,1.49
2021-12-27 02:20:00+00:00,2.35,1.39,1.88,1.49
2021-12-27 02:25:00+00:00,2.34,1.59,1.86,1.49
2021-12-27 02:30:00+00:00,2.34,1.79,1.84,1.50
2021-12-27 02:35:00+00:00,2.34,1.77,1.82,1.49
2021-12-27 02:40:00+00:00,2.34,1.83,1.81,1.48
2021-12-27 02:45:00+00:00,2.34,1.86,1.79,1.48
2021-12-27 02:50:00+00:00,2.34,1.68,1.82,1.47
2021-12-27 02:55:00+00:00,2.34,1.46,1.86,1.46
2021-12-27 03:00:00+00:00,2.34,1.42,1.89,1.46
2021-12-27 03:05:00+00:00,2.34,1.34,1.90,1.46
2021-12-27 03:10:00+00:00,2.34,1.27,1.91,1.47
2021-12-27 03:15:00+00:00,2.34,1.48,1.92,1.47
2021-12-27 03:20:00+00:00,2.34,1.67,1.89,1.48
2021-12-27 03:25:00+00:00,2.35,1.74,1.86,1.48
2021-12-27 03:30:00+00:00,2.35,1.87,1.83,1.49
2021-12-27 03:35:00+00:00,2.34,1.91,1.82,1.49
2021-12-27 03:40:00+00:00,2.34,1.60,1.81,1.48
2021-12-27 03:45:00+00:00,2.33,1.31,1.80,1.47
2021-12-27 03:50:00+00:00,2.33,1.21,1.85,1.46
2021-12-27 03:55:00+00:00,2.34,1.15,1.89,1.45
2021-12-27 04:00:00+00:00,2.34,0.96,1.94,1.44
2021-12-27 04:05:00+00:00,2.35,1.01,1.92,1.43
2021-12-27 04:10:00+00:00,2.35,1.18,1.89,1.43
2021-12-27 04:15:00+00:00,2.36,1.21,1.87,1.44
2021-12-27 04:20:00+00:00,2.36,1.36,1.84,1.45
2021-12-27 04:25:00+00:00,2.36,1.58,1.80,1.45
2021-12-27 04:30:00+00:00,2.36,1.57,1.77,1.45
2021-12-27 04:35:00+00:00,2.36,1.59,1.76,1.45
2021-12-27 04:40:00+00:00,2.35,1.43,1.76,1.45
2021-12-27 04:45:00+00:00,2.35,1.24,1.75,1.45
2021-12-27 04:50:00+00:00,2.35,1.14,1.76,1.45
2021-12-27 04:55:00+00:00,2.34,1.02,1.78,1.46
2021-12-27 05:00:00+00:00,2.34,1.01,1.79,1.47
2021-12-27 05:05:00+00:00,2.34,1.07,1.77,1.48
2021-12-27 05:10:00+00:00,2.35,1.29,1.74,1.49
2021-12-27 05:15:00+00:00,2.35,1.48,1.72,1.50
2021-12-27 05:20:00+00:00,2.35,1.58,1.70,1.50
2021-12-27 05:25:00+00:00,2.34,1.68,1.67,1.49
2021-12-27 05:30:00+00:00,2.34,1.73,1.65,1.49
2021-12-27 05:35:00+00:00,2.34,1.51,1.68,1.49
2021-12-27 05:40:00+00:00,2.33,1.25,1.71,1.49
2021-12-27 05:45:00+00:00,2.33,1.25,1.74,1.49
2021-12-27 05:50:00+00:00,2.32,1.08,1.77,1.50
2021-12-27 05:55:00+00:00,2.32,0.93,1.80,1.50
2021-12-27 06:00:00+00:00,2.31,1.21,1.83,1.51
2021-12-27 06:05:00+00:00,2.32,1.30,1.81,1.52
2021-12-27 06:10:00+00:00,2.34,1.36,1.79,1.52
2021-12-27 06:15:00+00:00,2.35,1.66,1.77,1.51
2021-12-27 06:20:00+00:00,2.35,1.98,1.74,1.50
2021-12-27 06:25:00+00:00,2.36,1.91,1.71,1.50
2021-12-27 06:30:00+00:00,2.36,1.96,1.68,1.49
2021-12-27 06:35:00+00:00,2.35,1.83,1.74,1.48
2021-12-27 06:40:00+00:00,2.34,1.49,1.79,1.47
2021-12-27 06:45:00+00:00,2.33,1.27,1.85,1.47
2021-12-27 06:50:00+00:00,2.35,0.97,1.88,1.48
2021-12-27 06:55:00+00:00,2.37,0.90,1.92,1.49
2021-12-27 07:00:00+00:00,2.39,0.91,1.95,1.49
2021-12-27 07:05:00+00:00,2.40,1.24,1.92,1.50
2021-12-27 07:10:00+00:00,2.42,1.37,1.90,1.52
2021-12-27 07:15:00+00:00,2.43,1.57,1.87,1.53
2021-12-27 07:20:00+00:00,2.43,1.90,1.85,1.55
2021-12-27 07:25:00+00:00,2.42,1.92,1.82,1.57
2021-12-27 07:30:00+00:00,2.42,1.57,1.80,1.58
2021-12-27 07:35:00+00:00,2.43,1.65,1.84,1.58
2021-12-27 07:40:00+00:00,2.43,1.89,1.88,1.58
2021-12-27 07:45:00+00:00,2.44,1.69,1.92,1.58
2021-12-27 07:50:00+00:00,2.44,1.73,1.94,1.58
2021-12-27 07:55:00+00:00,2.44,2.25,1.95,1.58
2021-12-27 08:00:00+00:00,2.44,2.22,1.97,1.58
2021-12-27 08:05:00+00:00,2.45,1.83,1.97,1.58
2021-12-27 08:10:00+00:00,2.47,1.92,1.97,1.58
2021-12-27 08:15:00+00:00,2.48,1.92,1.97,1.58
2021-12-27 08:20:00+00:00,2.48,1.43,2.03,1.57
2021-12-27 08:25:00+00:00,2.48,1.16,2.09,1.56
2021-12-27 08:30:00+00:00,2.48,1.51,2.15,1.56
2021-12-27 08:35:00+00:00,2.50,1.65,2.14,1.56
2021-12-27 08:40:00+00:00,2.52,1.66,2.14,1.56
2021-12-27 08:45:00+00:00,2.54,1.95,2.13,1.57
2021-12-27 08:50:00+00:00,2.54,2.18,2.11,1.58
2021-12-27 08:55:00+00:00,2.53,2.04,2.08,1.59
2021-12-27 09:00:00+00:00,2.53,2.04,2.06,1.59
2021-12-27 09:05:00+00:00,2.53,1.88,2.10,1.59
2021-12-27 09:10:00+00:00,2.52,1.38,2.14,1.59
2021-12-27 09:15:00+00:00,2.52,0.61,2.18,1.58
2021-12-27 09:20:00+00:00,2.53,0.98,2.20,1.57
2021-12-27 09:25:00+00:00,2.53,1.37,2.22,1.55
2021-12-27 09:30:00+00:00,2.54,1.08,2.24,1.54
2021-12-27 09:35:00+00:00,2.55,1.34,2.20,1.53
2021-12-27 09:40:00+00:00,2.55,1.53,2.15,1.54
2021-12-27 09:45:00+00:00,2.56,1.50,2.11,1.55
2021-12-27 09:50:00+00:00,2.56,1.53,2.09,1.56
2021-12-27 09:55:00+00:00,2.56,1.87,2.06,1.57
2021-12-27 10:00:00+00:00,2.56,1.62,2.04,1.58
2021-12-27 10:05:00+00:00,2.55,1.61,2.03,1.58
2021-12-27 10:10:00+00:00,2.55,2.23,2.03,1.58
