,"USGS 05536890: CSSC near Lemont, IL","USGS 05533600: Des Plaines River near Lemont, IL",USGS 05536085: North Branch Chicago River at N Pulaski Rd,"USGS 05536290: Little Calumet River at South Holland, IL","USGS 05536340: Midlothian Creek at Oak Forest, IL","USGS 05536500: Tinley Creek near Palos Park, IL","USGS 05536580: Stony Creek (west) near Worth, IL","USGS 05537980: Des Plaines River at Route 53 at Joliet, IL"
2020-05-28 08:34:00-06:00,6130.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 08:35:00-06:00,6160.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 08:36:00-06:00,6410.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 08:37:00-06:00,6160.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 08:38:00-06:00,6160.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 08:39:00-06:00,6100.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 08:40:00-06:00,6170.00,nan,nan,nan,nan,nan,nan,8950.00
2020-05-28 08:41:00-06:00,6070.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 08:42:00-06:00,6200.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 08:43:00-06:00,6250.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 08:44:00-06:00,6240.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 08:45:00-06:00,6270.00,3040.00,387.00,354.00,14.10,8.48,24.40,nan
2020-05-28 08:46:00-06:00,6340.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 08:47:00-06:00,6150.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 08:48:00-06:00,6130.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 08:49:00-06:00,6310.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 08:50:00-06:00,6070.00,nan,nan,nan,nan,nan,nan,9990.00
2020-05-28 08:51:00-06:00,6400.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 08:52:00-06:00,6000.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 08:53:00-06:00,5990.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 08:54:00-06:00,6110.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 08:55:00-06:00,5670.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 08:56:00-06:00,6000.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 08:57:00-06:00,6000.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 08:58:00-06:00,5860.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 08:59:00-06:00,5730.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 09:00:00-06:00,5970.00,3060.00,387.00,351.00,13.30,8.48,23.80,10200.00
2020-05-28 09:01:00-06:00,5860.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 09:02:00-06:00,5930.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 09:03:00-06:00,6020.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 09:04:00-06:00,5690.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 09:05:00-06:00,5710.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 09:06:00-06:00,5860.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 09:07:00-06:00,5840.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 09:08:00-06:00,6000.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 09:09:00-06:00,5790.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 09:10:00-06:00,5520.00,nan,nan,nan,nan,nan,nan,9370.00
2020-05-28 09:11:00-06:00,5580.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 09:12:00-06:00,5590.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 09:13:00-06:00,5470.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 09:14:00-06:00,5690.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 09:15:00-06:00,5370.00,3060.00,384.00,351.00,12.60,8.48,23.30,nan
2020-05-28 09:16:00-06:00,5640.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 09:17:00-06:00,5570.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 09:18:00-06:00,5400.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 09:19:00-06:00,5610.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 09:20:00-06:00,5480.00,nan,nan,nan,nan,nan,nan,8920.00
2020-05-28 09:21:00-06:00,5230.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 09:22:00-06:00,5510.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 09:23:00-06:00,5580.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 09:24:00-06:00,5600.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 09:25:00-06:00,5520.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 09:26:00-06:00,5470.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 09:27:00-06:00,5500.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 09:28:00-06:00,5530.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 09:29:00-06:00,5460.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 09:30:00-06:00,5430.00,3060.00,384.00,349.00,14.10,8.48,23.30,7890.00
2020-05-28 09:31:00-06:00,5480.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 09:32:00-06:00,5530.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 09:33:00-06:00,5480.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 09:34:00-06:00,5530.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 09:35:00-06:00,5350.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 09:36:00-06:00,5410.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 09:37:00-06:00,5440.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 09:38:00-06:00,5480.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 09:39:00-06:00,5580.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 09:40:00-06:00,5530.00,nan,nan,nan,nan,nan,nan,7430.00
2020-05-28 09:41:00-06:00,6030.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 09:42:00-06:00,5790.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 09:43:00-06:00,5640.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 09:44:00-06:00,5510.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 09:45:00-06:00,5430.00,3040.00,382.00,349.00,13.30,8.48,22.70,nan
2020-05-28 09:46:00-06:00,5580.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 09:47:00-06:00,5480.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 09:48:00-06:00,4920.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 09:49:00-06:00,5680.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 09:50:00-06:00,5030.00,nan,nan,nan,nan,nan,nan,7310.00
2020-05-28 09:51:00-06:00,5070.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 09:52:00-06:00,5120.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 09:53:00-06:00,5220.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 09:54:00-06:00,5220.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 09:55:00-06:00,5300.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 09:56:00-06:00,4850.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 09:57:00-06:00,5290.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 09:58:00-06:00,5240.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 09:59:00-06:00,5160.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 10:00:00-06:00,4950.00,3030.00,382.00,347.00,13.30,8.48,22.70,7280.00
2020-05-28 10:01:00-06:00,5540.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 10:02:00-06:00,5240.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 10:03:00-06:00,5420.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 10:04:00-06:00,5000.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 10:05:00-06:00,5240.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 10:06:00-06:00,5040.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 10:07:00-06:00,5190.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 10:08:00-06:00,5160.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 10:09:00-06:00,5090.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 10:10:00-06:00,5070.00,nan,nan,nan,nan,nan,nan,7890.00
2020-05-28 10:11:00-06:00,4760.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 10:12:00-06:00,4960.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 10:13:00-06:00,5180.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 10:14:00-06:00,4900.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 10:15:00-06:00,4760.00,3040.00,382.00,347.00,14.90,8.48,22.20,nan
2020-05-28 10:16:00-06:00,5020.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 10:17:00-06:00,5010.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 10:18:00-06:00,5080.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 10:19:00-06:00,4860.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 10:20:00-06:00,4890.00,nan,nan,nan,nan,nan,nan,8170.00
2020-05-28 10:21:00-06:00,5090.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 10:22:00-06:00,4960.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 10:23:00-06:00,5030.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 10:24:00-06:00,5050.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 10:25:00-06:00,5080.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 10:26:00-06:00,5130.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 10:27:00-06:00,5050.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 10:28:00-06:00,5050.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 10:29:00-06:00,4970.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 10:30:00-06:00,4920.00,3030.00,380.00,347.00,13.30,8.48,21.60,9010.00
2020-05-28 10:31:00-06:00,4710.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 10:32:00-06:00,4990.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 10:33:00-06:00,4940.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 10:34:00-06:00,4830.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 10:35:00-06:00,4700.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 10:36:00-06:00,4590.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 10:37:00-06:00,4930.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 10:38:00-06:00,4570.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 10:39:00-06:00,4760.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 10:40:00-06:00,4950.00,nan,nan,nan,nan,nan,nan,7030.00
2020-05-28 10:41:00-06:00,4900.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 10:42:00-06:00,4920.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 10:43:00-06:00,4850.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 10:44:00-06:00,4810.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 10:45:00-06:00,5110.00,3030.00,380.00,346.00,13.30,8.48,21.60,nan
2020-05-28 10:46:00-06:00,5050.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 10:47:00-06:00,5170.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 10:48:00-06:00,5220.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 10:49:00-06:00,5040.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 10:50:00-06:00,5190.00,nan,nan,nan,nan,nan,nan,8880.00
2020-05-28 10:51:00-06:00,5430.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 10:52:00-06:00,5260.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 10:53:00-06:00,5340.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 10:54:00-06:00,5270.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 10:55:00-06:00,5300.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 10:56:00-06:00,5370.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 10:57:00-06:00,5540.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 10:58:00-06:00,5430.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 10:59:00-06:00,5560.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 11:00:00-06:00,5620.00,3010.00,378.00,346.00,13.30,8.48,21.10,8380.00
2020-05-28 11:01:00-06:00,5660.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 11:02:00-06:00,5730.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 11:03:00-06:00,5770.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 11:04:00-06:00,5840.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 11:05:00-06:00,5950.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 11:06:00-06:00,5810.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 11:07:00-06:00,5920.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 11:08:00-06:00,5960.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 11:09:00-06:00,5950.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 11:10:00-06:00,5940.00,nan,nan,nan,nan,nan,nan,8140.00
2020-05-28 11:11:00-06:00,5980.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 11:12:00-06:00,5980.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 11:13:00-06:00,5970.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 11:14:00-06:00,5790.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 11:15:00-06:00,5500.00,3020.00,378.00,347.00,13.30,8.48,20.60,nan
2020-05-28 11:16:00-06:00,5660.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 11:17:00-06:00,5470.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 11:18:00-06:00,5300.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 11:19:00-06:00,5380.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 11:20:00-06:00,5320.00,nan,nan,nan,nan,nan,nan,8040.00
2020-05-28 11:21:00-06:00,5200.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 11:22:00-06:00,5220.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 11:23:00-06:00,5290.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 11:24:00-06:00,5360.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 11:25:00-06:00,5460.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 11:26:00-06:00,5290.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 11:27:00-06:00,5320.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 11:28:00-06:00,5310.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 11:29:00-06:00,5240.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 11:30:00-06:00,5250.00,2980.00,376.00,344.00,12.60,8.48,20.60,7990.00
2020-05-28 11:31:00-06:00,5280.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 11:32:00-06:00,5290.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 11:33:00-06:00,5170.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 11:34:00-06:00,5170.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 11:35:00-06:00,5190.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 11:36:00-06:00,5210.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 11:37:00-06:00,5180.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 11:38:00-06:00,5240.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 11:39:00-06:00,5070.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 11:40:00-06:00,5250.00,nan,nan,nan,nan,nan,nan,7900.00
2020-05-28 11:41:00-06:00,5490.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 11:42:00-06:00,5200.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 11:43:00-06:00,5150.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 11:44:00-06:00,5220.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 11:45:00-06:00,5190.00,3010.00,374.00,346.00,14.10,8.48,20.10,nan
2020-05-28 11:46:00-06:00,5260.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 11:47:00-06:00,5060.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 11:48:00-06:00,5180.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 11:49:00-06:00,5360.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 11:50:00-06:00,5260.00,nan,nan,nan,nan,nan,nan,7520.00
2020-05-28 11:51:00-06:00,5220.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 11:52:00-06:00,5210.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 11:53:00-06:00,5150.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 11:54:00-06:00,5070.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 11:55:00-06:00,5090.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 11:56:00-06:00,5130.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 11:57:00-06:00,4940.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 11:58:00-06:00,5090.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 11:59:00-06:00,5130.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 12:00:00-06:00,5170.00,3000.00,374.00,346.00,12.60,7.78,19.60,7970.00
2020-05-28 12:01:00-06:00,4910.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 12:02:00-06:00,4900.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 12:03:00-06:00,4840.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 12:04:00-06:00,5020.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 12:05:00-06:00,5180.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 12:06:00-06:00,4910.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 12:07:00-06:00,4870.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 12:08:00-06:00,4930.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 12:09:00-06:00,5030.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 12:10:00-06:00,5120.00,nan,nan,nan,nan,nan,nan,7550.00
2020-05-28 12:11:00-06:00,5380.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 12:12:00-06:00,4910.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 12:13:00-06:00,5070.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 12:14:00-06:00,5230.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 12:15:00-06:00,4890.00,2990.00,372.00,344.00,14.10,8.48,19.60,nan
2020-05-28 12:16:00-06:00,5250.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 12:17:00-06:00,5050.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 12:18:00-06:00,5020.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 12:19:00-06:00,5070.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 12:20:00-06:00,4900.00,nan,nan,nan,nan,nan,nan,7780.00
2020-05-28 12:21:00-06:00,5170.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 12:22:00-06:00,5060.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 12:23:00-06:00,4830.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 12:24:00-06:00,4960.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 12:25:00-06:00,4880.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 12:26:00-06:00,5030.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 12:27:00-06:00,4640.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 12:28:00-06:00,4640.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 12:29:00-06:00,4570.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 12:30:00-06:00,4480.00,2980.00,372.00,344.00,13.30,8.48,19.10,9510.00
2020-05-28 12:31:00-06:00,4650.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 12:32:00-06:00,4530.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 12:33:00-06:00,4530.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 12:34:00-06:00,4410.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 12:35:00-06:00,4400.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 12:36:00-06:00,4460.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 12:37:00-06:00,4400.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 12:38:00-06:00,4620.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 12:39:00-06:00,4510.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 12:40:00-06:00,4480.00,nan,nan,nan,nan,nan,nan,8560.00
2020-05-28 12:41:00-06:00,4670.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 12:42:00-06:00,4500.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 12:43:00-06:00,4360.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 12:44:00-06:00,4560.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 12:45:00-06:00,4510.00,2980.00,372.00,342.00,12.60,7.78,19.10,nan
2020-05-28 12:46:00-06:00,4420.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 12:47:00-06:00,4540.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 12:48:00-06:00,4250.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 12:49:00-06:00,4410.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 12:50:00-06:00,4110.00,nan,nan,nan,nan,nan,nan,7090.00
2020-05-28 12:51:00-06:00,4080.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 12:52:00-06:00,4200.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 12:53:00-06:00,4310.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 12:54:00-06:00,4080.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 12:55:00-06:00,4100.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 12:56:00-06:00,4290.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 12:57:00-06:00,4110.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 12:58:00-06:00,4150.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 12:59:00-06:00,4530.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 13:00:00-06:00,3420.00,2960.00,370.00,341.00,12.60,7.78,18.60,6990.00
2020-05-28 13:01:00-06:00,4130.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 13:02:00-06:00,4340.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 13:03:00-06:00,4280.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 13:04:00-06:00,4440.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 13:05:00-06:00,4290.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 13:06:00-06:00,4110.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 13:07:00-06:00,4310.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 13:08:00-06:00,3860.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 13:09:00-06:00,4010.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 13:10:00-06:00,4030.00,nan,nan,nan,nan,nan,nan,7320.00
2020-05-28 13:11:00-06:00,3960.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 13:12:00-06:00,4090.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 13:13:00-06:00,4260.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 13:14:00-06:00,4240.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 13:15:00-06:00,4200.00,2980.00,368.00,341.00,14.10,7.78,18.60,nan
2020-05-28 13:16:00-06:00,4200.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 13:17:00-06:00,4210.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 13:18:00-06:00,3930.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 13:19:00-06:00,4320.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 13:20:00-06:00,3930.00,nan,nan,nan,nan,nan,nan,7310.00
2020-05-28 13:21:00-06:00,3980.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 13:22:00-06:00,4130.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 13:23:00-06:00,4010.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 13:24:00-06:00,4280.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 13:25:00-06:00,4020.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 13:26:00-06:00,4090.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 13:27:00-06:00,4100.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 13:28:00-06:00,4130.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 13:29:00-06:00,4090.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 13:30:00-06:00,4160.00,2950.00,368.00,339.00,14.10,7.78,18.60,7390.00
2020-05-28 13:31:00-06:00,4310.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 13:32:00-06:00,4310.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 13:33:00-06:00,4350.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 13:34:00-06:00,4500.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 13:35:00-06:00,4480.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 13:36:00-06:00,4520.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 13:37:00-06:00,4790.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 13:38:00-06:00,4670.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 13:39:00-06:00,4510.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 13:40:00-06:00,4550.00,nan,nan,nan,nan,nan,nan,7350.00
2020-05-28 13:41:00-06:00,4710.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 13:42:00-06:00,4750.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 13:43:00-06:00,4880.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 13:44:00-06:00,4900.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 13:45:00-06:00,4830.00,2930.00,366.00,336.00,13.30,7.78,18.10,nan
2020-05-28 13:46:00-06:00,5020.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 13:47:00-06:00,5080.00,nan,nan,nan,nan,nan,nan,nan
2020-05-28 13:48:00-06:00,4950.00,nan,nan,nan,nan,nan,nan,nan
