,"USGS 05536890: CSSC near Lemont, IL","USGS 05533600: Des Plaines River near Lemont, IL",USGS 05536085: North Branch Chicago River at N Pulaski Rd,"USGS 05536290: Little Calumet River at South Holland, IL","USGS 05536340: Midlothian Creek at Oak Forest, IL","USGS 05536500: Tinley Creek near Palos Park, IL","USGS 05536580: Stony Creek (west) near Worth, IL","USGS 05537980: Des Plaines River at Route 53 at Joliet, IL"
2020-05-27 11:35:00-06:00,6320.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 11:36:00-06:00,6460.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 11:37:00-06:00,6200.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 11:38:00-06:00,6220.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 11:39:00-06:00,6470.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 11:40:00-06:00,6430.00,nan,nan,nan,nan,nan,nan,9950.00
2020-05-27 11:41:00-06:00,6260.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 11:42:00-06:00,6340.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 11:43:00-06:00,6340.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 11:44:00-06:00,6520.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 11:45:00-06:00,6570.00,3600.00,496.00,380.00,24.50,10.40,23.30,nan
2020-05-27 11:46:00-06:00,6360.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 11:47:00-06:00,6410.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 11:48:00-06:00,6510.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 11:49:00-06:00,6490.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 11:50:00-06:00,6450.00,nan,nan,nan,nan,nan,nan,9770.00
2020-05-27 11:51:00-06:00,6330.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 11:52:00-06:00,6490.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 11:53:00-06:00,6240.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 11:54:00-06:00,6210.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 11:55:00-06:00,6390.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 11:56:00-06:00,6610.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 11:57:00-06:00,6850.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 11:58:00-06:00,6700.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 11:59:00-06:00,6490.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 12:00:00-06:00,6570.00,3570.00,494.00,380.00,24.50,10.40,23.30,10100.00
2020-05-27 12:01:00-06:00,6650.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 12:02:00-06:00,6620.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 12:03:00-06:00,6680.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 12:04:00-06:00,6520.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 12:05:00-06:00,6450.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 12:06:00-06:00,6500.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 12:07:00-06:00,6140.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 12:08:00-06:00,6510.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 12:09:00-06:00,6370.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 12:10:00-06:00,6340.00,nan,nan,nan,nan,nan,nan,10700.00
2020-05-27 12:11:00-06:00,6260.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 12:12:00-06:00,6290.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 12:13:00-06:00,6420.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 12:14:00-06:00,6300.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 12:15:00-06:00,6510.00,3590.00,494.00,378.00,24.50,10.40,23.30,nan
2020-05-27 12:16:00-06:00,6300.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 12:17:00-06:00,6150.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 12:18:00-06:00,6060.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 12:19:00-06:00,5720.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 12:20:00-06:00,6190.00,nan,nan,nan,nan,nan,nan,9600.00
2020-05-27 12:21:00-06:00,6290.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 12:22:00-06:00,5890.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 12:23:00-06:00,5830.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 12:24:00-06:00,5550.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 12:25:00-06:00,6080.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 12:26:00-06:00,6240.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 12:27:00-06:00,6270.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 12:28:00-06:00,5680.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 12:29:00-06:00,5860.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 12:30:00-06:00,6170.00,3590.00,492.00,376.00,23.20,9.81,23.30,9020.00
2020-05-27 12:31:00-06:00,6160.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 12:32:00-06:00,6240.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 12:33:00-06:00,5970.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 12:34:00-06:00,6350.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 12:35:00-06:00,6560.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 12:36:00-06:00,6320.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 12:37:00-06:00,6250.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 12:38:00-06:00,6310.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 12:39:00-06:00,6140.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 12:40:00-06:00,6350.00,nan,nan,nan,nan,nan,nan,8740.00
2020-05-27 12:41:00-06:00,6240.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 12:42:00-06:00,6250.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 12:43:00-06:00,6480.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 12:44:00-06:00,6390.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 12:45:00-06:00,6350.00,3570.00,492.00,378.00,23.20,9.81,23.30,nan
2020-05-27 12:46:00-06:00,6500.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 12:47:00-06:00,6460.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 12:48:00-06:00,6770.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 12:49:00-06:00,6620.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 12:50:00-06:00,6830.00,nan,nan,nan,nan,nan,nan,9060.00
2020-05-27 12:51:00-06:00,6850.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 12:52:00-06:00,6870.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 12:53:00-06:00,6720.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 12:54:00-06:00,6880.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 12:55:00-06:00,6710.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 12:56:00-06:00,6800.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 12:57:00-06:00,6830.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 12:58:00-06:00,6740.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 12:59:00-06:00,6750.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 13:00:00-06:00,6690.00,3570.00,490.00,378.00,23.20,9.81,23.30,10100.00
2020-05-27 13:01:00-06:00,6730.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 13:02:00-06:00,7030.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 13:03:00-06:00,6790.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 13:04:00-06:00,6950.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 13:05:00-06:00,6880.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 13:06:00-06:00,6770.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 13:07:00-06:00,6930.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 13:08:00-06:00,6900.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 13:09:00-06:00,6820.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 13:10:00-06:00,6710.00,nan,nan,nan,nan,nan,nan,10700.00
2020-05-27 13:11:00-06:00,6760.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 13:12:00-06:00,6830.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 13:13:00-06:00,6640.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 13:14:00-06:00,6700.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 13:15:00-06:00,6660.00,3520.00,490.00,376.00,23.20,9.81,23.30,nan
2020-05-27 13:16:00-06:00,6740.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 13:17:00-06:00,6640.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 13:18:00-06:00,6380.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 13:19:00-06:00,6370.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 13:20:00-06:00,6190.00,nan,nan,nan,nan,nan,nan,9930.00
2020-05-27 13:21:00-06:00,6150.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 13:22:00-06:00,6070.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 13:23:00-06:00,5940.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 13:24:00-06:00,6160.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 13:25:00-06:00,6740.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 13:26:00-06:00,7320.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 13:27:00-06:00,7510.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 13:28:00-06:00,5760.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 13:29:00-06:00,5570.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 13:30:00-06:00,5250.00,3530.00,487.00,376.00,24.50,9.81,23.30,8950.00
2020-05-27 13:31:00-06:00,5580.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 13:32:00-06:00,5300.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 13:33:00-06:00,5300.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 13:34:00-06:00,5660.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 13:35:00-06:00,5540.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 13:36:00-06:00,5470.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 13:37:00-06:00,5680.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 13:38:00-06:00,5710.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 13:39:00-06:00,5940.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 13:40:00-06:00,5510.00,nan,nan,nan,nan,nan,nan,9100.00
2020-05-27 13:41:00-06:00,5650.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 13:42:00-06:00,5750.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 13:43:00-06:00,7270.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 13:44:00-06:00,6070.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 13:45:00-06:00,5850.00,3520.00,487.00,376.00,23.20,9.81,23.30,nan
2020-05-27 13:46:00-06:00,5760.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 13:47:00-06:00,5500.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 13:48:00-06:00,5860.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 13:49:00-06:00,5560.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 13:50:00-06:00,5020.00,nan,nan,nan,nan,nan,nan,8250.00
2020-05-27 13:51:00-06:00,5550.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 13:52:00-06:00,5990.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 13:53:00-06:00,4940.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 13:54:00-06:00,5210.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 13:55:00-06:00,5060.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 13:56:00-06:00,5050.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 13:57:00-06:00,5300.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 13:58:00-06:00,5450.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 13:59:00-06:00,5280.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 14:00:00-06:00,5100.00,3510.00,485.00,375.00,23.20,9.81,22.70,8330.00
2020-05-27 14:01:00-06:00,5200.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 14:02:00-06:00,5090.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 14:03:00-06:00,5400.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 14:04:00-06:00,5110.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 14:05:00-06:00,5520.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 14:06:00-06:00,5110.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 14:07:00-06:00,5350.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 14:08:00-06:00,5480.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 14:09:00-06:00,6290.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 14:10:00-06:00,6640.00,nan,nan,nan,nan,nan,nan,8400.00
2020-05-27 14:11:00-06:00,5590.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 14:12:00-06:00,5820.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 14:13:00-06:00,6210.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 14:14:00-06:00,6540.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 14:15:00-06:00,6880.00,3510.00,483.00,375.00,24.50,9.81,22.20,nan
2020-05-27 14:16:00-06:00,6540.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 14:17:00-06:00,6450.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 14:18:00-06:00,6230.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 14:19:00-06:00,6620.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 14:20:00-06:00,6360.00,nan,nan,nan,nan,nan,nan,9220.00
2020-05-27 14:21:00-06:00,6240.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 14:22:00-06:00,6600.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 14:23:00-06:00,6200.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 14:24:00-06:00,6120.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 14:25:00-06:00,6040.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 14:26:00-06:00,5820.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 14:27:00-06:00,5810.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 14:28:00-06:00,5360.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 14:29:00-06:00,5440.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 14:30:00-06:00,6960.00,3530.00,483.00,373.00,22.00,9.81,22.20,10800.00
2020-05-27 14:31:00-06:00,4440.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 14:32:00-06:00,4910.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 14:33:00-06:00,5790.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 14:34:00-06:00,5430.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 14:35:00-06:00,5620.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 14:36:00-06:00,5430.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 14:37:00-06:00,5660.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 14:38:00-06:00,5720.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 14:39:00-06:00,5120.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 14:40:00-06:00,3610.00,nan,nan,nan,nan,nan,nan,9820.00
2020-05-27 14:41:00-06:00,5810.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 14:42:00-06:00,5700.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 14:43:00-06:00,5370.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 14:44:00-06:00,5420.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 14:45:00-06:00,5260.00,3490.00,481.00,375.00,22.00,9.81,22.70,nan
2020-05-27 14:46:00-06:00,5540.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 14:47:00-06:00,5030.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 14:48:00-06:00,5520.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 14:49:00-06:00,5740.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 14:50:00-06:00,5190.00,nan,nan,nan,nan,nan,nan,9250.00
2020-05-27 14:51:00-06:00,6130.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 14:52:00-06:00,7110.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 14:53:00-06:00,6420.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 14:54:00-06:00,5260.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 14:55:00-06:00,5680.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 14:56:00-06:00,5620.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 14:57:00-06:00,6230.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 14:58:00-06:00,5850.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 14:59:00-06:00,5150.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 15:00:00-06:00,5290.00,3520.00,481.00,373.00,22.00,9.81,22.70,8790.00
2020-05-27 15:01:00-06:00,5320.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 15:02:00-06:00,5180.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 15:03:00-06:00,5320.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 15:04:00-06:00,4940.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 15:05:00-06:00,5270.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 15:06:00-06:00,5220.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 15:07:00-06:00,5030.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 15:08:00-06:00,5160.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 15:09:00-06:00,5230.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 15:10:00-06:00,5200.00,nan,nan,nan,nan,nan,nan,8420.00
2020-05-27 15:11:00-06:00,4790.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 15:12:00-06:00,5190.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 15:13:00-06:00,5050.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 15:14:00-06:00,4940.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 15:15:00-06:00,5060.00,3510.00,478.00,375.00,19.70,9.81,22.70,nan
2020-05-27 15:16:00-06:00,4640.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 15:17:00-06:00,5150.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 15:18:00-06:00,5080.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 15:19:00-06:00,5780.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 15:20:00-06:00,4570.00,nan,nan,nan,nan,nan,nan,9010.00
2020-05-27 15:21:00-06:00,4920.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 15:22:00-06:00,6250.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 15:23:00-06:00,5410.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 15:24:00-06:00,5510.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 15:25:00-06:00,4750.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 15:26:00-06:00,5220.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 15:27:00-06:00,5060.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 15:28:00-06:00,4880.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 15:29:00-06:00,5120.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 15:30:00-06:00,5160.00,3500.00,476.00,371.00,22.00,9.81,22.70,9660.00
2020-05-27 15:31:00-06:00,5180.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 15:32:00-06:00,4940.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 15:33:00-06:00,5250.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 15:34:00-06:00,5140.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 15:35:00-06:00,5570.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 15:36:00-06:00,5260.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 15:37:00-06:00,4640.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 15:38:00-06:00,5150.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 15:39:00-06:00,5410.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 15:40:00-06:00,5250.00,nan,nan,nan,nan,nan,nan,8680.00
2020-05-27 15:41:00-06:00,4570.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 15:42:00-06:00,4470.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 15:43:00-06:00,4700.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 15:44:00-06:00,4960.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 15:45:00-06:00,4860.00,3480.00,476.00,371.00,19.70,9.81,26.10,nan
2020-05-27 15:46:00-06:00,4880.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 15:47:00-06:00,4910.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 15:48:00-06:00,4910.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 15:49:00-06:00,4890.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 15:50:00-06:00,5010.00,nan,nan,nan,nan,nan,nan,8300.00
2020-05-27 15:51:00-06:00,4760.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 15:52:00-06:00,5340.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 15:53:00-06:00,5720.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 15:54:00-06:00,5590.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 15:55:00-06:00,5940.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 15:56:00-06:00,5840.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 15:57:00-06:00,6210.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 15:58:00-06:00,6120.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 15:59:00-06:00,6470.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 16:00:00-06:00,6480.00,3480.00,474.00,371.00,19.70,9.23,29.10,8250.00
2020-05-27 16:01:00-06:00,5960.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 16:02:00-06:00,5990.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 16:03:00-06:00,6120.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 16:04:00-06:00,6040.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 16:05:00-06:00,6450.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 16:06:00-06:00,6260.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 16:07:00-06:00,6190.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 16:08:00-06:00,6300.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 16:09:00-06:00,6370.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 16:10:00-06:00,6700.00,nan,nan,nan,nan,nan,nan,8860.00
2020-05-27 16:11:00-06:00,6040.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 16:12:00-06:00,6120.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 16:13:00-06:00,5620.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 16:14:00-06:00,6100.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 16:15:00-06:00,6040.00,3450.00,474.00,371.00,18.70,9.23,31.00,nan
2020-05-27 16:16:00-06:00,5180.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 16:17:00-06:00,5890.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 16:18:00-06:00,5280.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 16:19:00-06:00,5390.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 16:20:00-06:00,5840.00,nan,nan,nan,nan,nan,nan,9130.00
2020-05-27 16:21:00-06:00,7570.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 16:22:00-06:00,8800.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 16:23:00-06:00,7960.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 16:24:00-06:00,5950.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 16:25:00-06:00,5500.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 16:26:00-06:00,5710.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 16:27:00-06:00,5580.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 16:28:00-06:00,4810.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 16:29:00-06:00,5810.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 16:30:00-06:00,5120.00,3450.00,472.00,371.00,18.70,9.23,34.30,8770.00
2020-05-27 16:31:00-06:00,4960.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 16:32:00-06:00,5550.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 16:33:00-06:00,5630.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 16:34:00-06:00,4990.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 16:35:00-06:00,5140.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 16:36:00-06:00,5110.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 16:37:00-06:00,5350.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 16:38:00-06:00,5160.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 16:39:00-06:00,5030.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 16:40:00-06:00,5490.00,nan,nan,nan,nan,nan,nan,8460.00
2020-05-27 16:41:00-06:00,5260.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 16:42:00-06:00,5340.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 16:43:00-06:00,5560.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 16:44:00-06:00,5500.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 16:45:00-06:00,5590.00,3450.00,469.00,369.00,18.70,9.23,38.40,nan
2020-05-27 16:46:00-06:00,5610.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 16:47:00-06:00,5370.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 16:48:00-06:00,5670.00,nan,nan,nan,nan,nan,nan,nan
2020-05-27 16:49:00-06:00,5260.00,nan,nan,nan,nan,nan,nan,nan
