datetimeUTC,"USGS 04092677: Grand Calumet River at Industrial Hwy at Gary, IN","USGS 04092750: Indiana Harbor Canal at East Chicago, IN","USGS 05536357: Grand Calumet River at Hohman Ave at Hammond, IN"
2020-07-19 02:45:00+00:00,5.08,4.03,2.08
2020-07-19 02:50:00+00:00,5.08,4.01,2.08
2020-07-19 02:55:00+00:00,5.08,3.97,2.09
2020-07-19 03:00:00+00:00,5.08,3.87,2.09
2020-07-19 03:05:00+00:00,5.08,3.75,2.09
2020-07-19 03:10:00+00:00,5.08,3.71,2.09
2020-07-19 03:15:00+00:00,5.08,3.64,2.09
2020-07-19 03:20:00+00:00,5.08,3.71,2.09
2020-07-19 03:25:00+00:00,5.09,3.90,2.10
2020-07-19 03:30:00+00:00,5.09,4.03,2.10
2020-07-19 03:35:00+00:00,5.09,4.14,2.10
2020-07-19 03:40:00+00:00,5.09,4.07,2.10
2020-07-19 03:45:00+00:00,5.09,3.96,2.10
2020-07-19 03:50:00+00:00,5.09,3.79,2.10
2020-07-19 03:55:00+00:00,5.10,3.56,2.11
2020-07-19 04:00:00+00:00,5.10,3.40,2.11
2020-07-19 04:05:00+00:00,5.10,3.39,2.11
2020-07-19 04:10:00+00:00,5.10,3.38,2.11
2020-07-19 04:15:00+00:00,5.10,3.40,2.11
2020-07-19 04:20:00+00:00,5.10,3.57,2.11
2020-07-19 04:25:00+00:00,5.11,3.68,2.12
2020-07-19 04:30:00+00:00,5.11,3.78,2.12
2020-07-19 04:35:00+00:00,5.11,3.79,2.12
2020-07-19 04:40:00+00:00,5.11,3.67,2.12
2020-07-19 04:45:00+00:00,5.11,3.55,2.12
2020-07-19 04:50:00+00:00,5.11,3.36,2.12
2020-07-19 04:55:00+00:00,5.11,3.13,2.12
2020-07-19 05:00:00+00:00,5.11,2.92,2.12
2020-07-19 05:05:00+00:00,5.11,3.01,2.12
2020-07-19 05:10:00+00:00,5.11,3.22,2.12
2020-07-19 05:15:00+00:00,5.11,3.46,2.12
2020-07-19 05:20:00+00:00,5.11,3.83,2.12
2020-07-19 05:25:00+00:00,5.11,4.14,2.12
2020-07-19 05:30:00+00:00,5.11,4.18,2.12
2020-07-19 05:35:00+00:00,5.11,4.03,2.12
2020-07-19 05:40:00+00:00,5.11,3.84,2.12
2020-07-19 05:45:00+00:00,5.11,3.53,2.12
2020-07-19 05:50:00+00:00,5.11,3.26,2.12
2020-07-19 05:55:00+00:00,5.10,3.15,2.11
2020-07-19 06:00:00+00:00,5.10,3.20,2.11
2020-07-19 06:05:00+00:00,5.10,3.31,2.11
2020-07-19 06:10:00+00:00,5.11,3.52,2.12
2020-07-19 06:15:00+00:00,5.11,3.77,2.12
2020-07-19 06:20:00+00:00,5.11,3.90,2.12
2020-07-19 06:25:00+00:00,5.11,3.84,2.12
2020-07-19 06:30:00+00:00,5.11,3.82,2.12
2020-07-19 06:35:00+00:00,5.11,3.78,2.12
2020-07-19 06:40:00+00:00,5.11,3.55,2.12
2020-07-19 06:45:00+00:00,5.11,3.40,2.12
2020-07-19 06:50:00+00:00,5.11,3.51,2.12
2020-07-19 06:55:00+00:00,5.11,3.59,2.12
2020-07-19 07:00:00+00:00,5.11,3.52,2.12
2020-07-19 07:05:00+00:00,5.11,3.54,2.12
2020-07-19 07:10:00+00:00,5.11,3.67,2.12
2020-07-19 07:15:00+00:00,5.11,3.57,2.12
2020-07-19 07:20:00+00:00,5.11,3.39,2.12
2020-07-19 07:25:00+00:00,5.11,3.38,2.11
2020-07-19 07:30:00+00:00,5.11,3.27,2.11
2020-07-19 07:35:00+00:00,5.11,3.31,2.11
2020-07-19 07:40:00+00:00,5.11,3.44,2.11
2020-07-19 07:45:00+00:00,5.11,3.48,2.11
2020-07-19 07:50:00+00:00,5.11,3.49,2.11
2020-07-19 07:55:00+00:00,5.11,3.65,2.11
2020-07-19 08:00:00+00:00,5.11,3.56,2.11
2020-07-19 08:05:00+00:00,5.11,3.43,2.11
2020-07-19 08:10:00+00:00,5.10,3.44,2.11
2020-07-19 08:15:00+00:00,5.10,3.27,2.11
2020-07-19 08:20:00+00:00,5.10,3.08,2.11
2020-07-19 08:25:00+00:00,5.10,3.08,2.10
2020-07-19 08:30:00+00:00,5.10,3.13,2.10
2020-07-19 08:35:00+00:00,5.10,3.12,2.10
2020-07-19 08:40:00+00:00,5.10,3.31,2.10
2020-07-19 08:45:00+00:00,5.10,3.48,2.10
2020-07-19 08:50:00+00:00,5.10,3.47,2.10
2020-07-19 08:55:00+00:00,5.09,3.57,2.10
2020-07-19 09:00:00+00:00,5.09,3.59,2.10
2020-07-19 09:05:00+00:00,5.09,3.51,2.10
2020-07-19 09:10:00+00:00,5.08,3.47,2.09
2020-07-19 09:15:00+00:00,5.08,3.54,2.09
2020-07-19 09:20:00+00:00,5.08,3.52,2.09
2020-07-19 09:25:00+00:00,5.08,3.45,2.08
2020-07-19 09:30:00+00:00,5.08,3.50,2.08
2020-07-19 09:35:00+00:00,5.08,3.50,2.08
2020-07-19 09:40:00+00:00,5.08,3.47,2.08
2020-07-19 09:45:00+00:00,5.08,3.50,2.08
2020-07-19 09:50:00+00:00,5.08,3.50,2.08
2020-07-19 09:55:00+00:00,5.07,3.52,2.07
2020-07-19 10:00:00+00:00,5.07,3.47,2.07
2020-07-19 10:05:00+00:00,5.07,3.46,2.07
2020-07-19 10:10:00+00:00,5.07,3.43,2.07
2020-07-19 10:15:00+00:00,5.07,3.54,2.07
2020-07-19 10:20:00+00:00,5.07,3.55,2.07
2020-07-19 10:25:00+00:00,5.07,3.67,2.07
2020-07-19 10:30:00+00:00,5.07,3.70,2.07
2020-07-19 10:35:00+00:00,5.07,3.59,2.07
2020-07-19 10:40:00+00:00,5.07,3.52,2.06
2020-07-19 10:45:00+00:00,5.07,3.47,2.06
2020-07-19 10:50:00+00:00,5.07,3.45,2.06
2020-07-19 10:55:00+00:00,5.07,3.33,2.06
2020-07-19 11:00:00+00:00,5.07,3.44,2.06
2020-07-19 11:05:00+00:00,5.07,3.40,2.06
2020-07-19 11:10:00+00:00,5.06,3.44,2.05
2020-07-19 11:15:00+00:00,5.06,3.55,2.05
2020-07-19 11:20:00+00:00,5.06,3.65,2.05
2020-07-19 11:25:00+00:00,5.06,3.63,2.05
2020-07-19 11:30:00+00:00,5.06,3.65,2.05
2020-07-19 11:35:00+00:00,5.06,3.55,2.05
2020-07-19 11:40:00+00:00,5.06,3.31,2.06
2020-07-19 11:45:00+00:00,5.06,3.12,2.06
2020-07-19 11:50:00+00:00,5.06,3.11,2.06
2020-07-19 11:55:00+00:00,5.06,2.95,2.07
2020-07-19 12:00:00+00:00,5.06,2.95,2.07
2020-07-19 12:05:00+00:00,5.06,3.20,2.07
2020-07-19 12:10:00+00:00,5.07,3.17,2.07
2020-07-19 12:15:00+00:00,5.07,3.38,2.07
2020-07-19 12:20:00+00:00,5.07,3.54,2.07
2020-07-19 12:25:00+00:00,5.07,3.62,2.06
2020-07-19 12:30:00+00:00,5.07,3.67,2.06
2020-07-19 12:35:00+00:00,5.07,3.82,2.06
2020-07-19 12:40:00+00:00,5.06,3.90,2.06
2020-07-19 12:45:00+00:00,5.06,3.94,2.06
2020-07-19 12:50:00+00:00,5.06,3.86,2.06
2020-07-19 12:55:00+00:00,5.06,3.97,2.06
2020-07-19 13:00:00+00:00,5.06,4.07,2.06
2020-07-19 13:05:00+00:00,5.06,4.07,2.07
2020-07-19 13:10:00+00:00,5.06,4.07,2.08
2020-07-19 13:15:00+00:00,5.06,4.07,2.09
2020-07-19 13:20:00+00:00,5.06,4.07,2.10
2020-07-19 13:25:00+00:00,5.07,4.07,2.11
2020-07-19 13:30:00+00:00,5.07,4.07,2.12
